horizon,split,prediction_quantile,row_count,y_pred_min,y_pred_max,y_pred_mean,y_true_mean,y_true_median,y_true_std,directional_accuracy,expected_convergence_mean,actual_convergence_mean,actual_convergence_hit_rate
16,train,9,362,0.1610352,0.31646594,0.21816179,0.4211216400482687,0.4072281599369889,0.5412796831569306,0.8038674033149171,0.13127048412409936,0.2887375703510986,0.6740331491712708
16,train,10,362,0.31752536,1.4942901,0.62154436,0.7622879434764405,0.6894542753514177,0.6657983370650994,0.8812154696132597,0.37855364094122995,0.3909335457666077,0.7237569060773481
26,test,1,100,-1.2273225,-0.4946504,-0.8181163,0.08470353859921721,0.19862131083414258,0.7923127408635661,0.4,-0.08139705747365951,0.09544820318022841,0.57
26,test,2,100,-0.49333125,-0.33621952,-0.40153486,0.17770826492290645,0.21457483013144074,0.9703168381327895,0.34,0.1234193366765976,-0.11943968244829552,0.45
26,test,3,100,-0.33548105,-0.24509767,-0.28854978,-0.10052061797958194,-0.07533230801891744,0.8492365412612833,0.52,0.06098143801093101,-0.1847150677566139,0.37
26,test,4,100,-0.24353616,-0.17448165,-0.21192944,0.06656539183204607,0.04633210807403554,1.205127950147932,0.48,0.08547827929258346,0.0917223015050946,0.54
26,test,5,100,-0.17419775,-0.10698851,-0.14073132,-0.15374478177893847,-0.097396227662637,1.0692907200997646,0.53,0.05362888410687447,0.16567005902195123,0.51
26,test,6,100,-0.10690021,-0.0396311,-0.07167157,-0.21234168640926135,-0.14361672392619695,1.0022071707481475,0.56,0.020209802389144896,0.3011463009184387,0.63
26,test,7,100,-0.039104376,0.01857249,-0.0086316345,-0.027978912480195958,0.04811670694221348,0.9268103903818482,0.48,-0.0003367633779998869,0.21605637303788033,0.56
26,test,8,100,0.018628849,0.096625134,0.05824451,-0.1371149891809532,-0.12396151022451729,0.9229206266784169,0.48,0.009607689045369626,0.2558053965056671,0.61
26,test,9,100,0.097272605,0.1955973,0.14358413,0.18292650114310396,0.26248169914583297,0.7307146793902631,0.66,0.06499386429786683,0.2205480683026997,0.64
26,test,10,100,0.19649464,0.5831007,0.2856171,0.43026257911083193,0.4002562999131847,0.579207898373025,0.81,0.176118596047163,0.2555971359464568,0.69
26,train,1,361,-1.671371,-0.48378122,-0.76388735,-1.05287770385844,-1.0106813837271318,0.6586785200054533,0.961218836565097,0.50343033299882,0.5678091851465215,0.7839335180055401
26,train,2,361,-0.4823209,-0.32204658,-0.39321727,-0.7238914448334952,-0.6110440809626265,0.8026296062751687,0.8421052631578947,0.18055937247263099,0.1302732380361281,0.592797783933518
26,train,3,360,-0.3218884,-0.21077344,-0.26311925,-0.352682399366894,-0.2580678533826575,0.7403355612360477,0.6805555555555556,0.12329419958922598,-0.020009961418401463,0.5083333333333333
26,train,4,361,-0.21075404,-0.116348185,-0.16366068,-0.09041554332945924,-0.08384047100888559,0.6876345318738767,0.5457063711911357,0.04704017355171267,0.014572119741305987,0.5096952908587258
26,train,5,361,-0.11534435,-0.027494363,-0.0712086,-0.06673502237759989,-0.06351564537081167,0.6481018606147164,0.5429362880886427,0.004684087374038644,-0.10075715880237508,0.45706371191135736
26,train,6,360,-0.027302207,0.048405938,0.012005349,0.010912077696765237,-0.01803530602493897,0.6152130370163289,0.5,0.004029682566114287,-0.02122187386141432,0.5027777777777778
26,train,7,361,0.048467748,0.12365327,0.086236276,0.11928307649672332,0.0791694025084162,0.611785199857212,0.554016620498615,0.03281178427576358,-0.0049183248174811175,0.5235457063711911
26,train,8,360,0.12369519,0.22178091,0.16687824,0.3224231221094223,0.28718728150455064,0.6331127969752964,0.6722222222222223,0.1037181954830885,0.1254329644072912,0.5361111111111111
26,train,9,361,0.22197981,0.4566516,0.3209946,0.5393250809496619,0.53961550319198,0.6032357435850145,0.8060941828254847,0.23314004079787023,0.3973323483969555,0.7091412742382271
26,train,10,361,0.4589862,2.061428,0.89658827,1.0524120381095032,0.9672879558727612,0.7203462138527292,0.9529085872576177,0.5184120265895971,0.5569870188638302,0.7479224376731302
