date,s_close,adr_layer,premium,basis,night,identity_resid,twse_close,ccf_1330,contract_month,roll_day,limit_day,d_s_close,d_adr_layer,d_premium,d_basis,d_night,twse_ret,ccf_1330_ret
2026-01-21,-2.5663955900902984,-3.3000745964757305,2.840185662412389,-0.733679006385432,-6.140401133413008,0.00014087452488897867,68.4,67.9,202601.0,False,False,2.301704164125044,0.833267994700158,1.9770190323380668,-1.4684361694248862,-1.1429301856695924,0.8810629682155127,-0.5873732012093824
2026-01-22,-0.7194865409897738,-0.27668138941655135,1.6197983127063749,0.4428051515732225,-1.8964828058973444,3.1037744182560445e-06,67.6,67.9,202602.0,True,False,1.8469090491005247,3.023393207059179,-1.220387349706014,1.1764841579586545,4.243918327515664,-1.1764841579586482,0.0
2026-01-23,-0.0529868028207125,0.8686787076716922,1.9333275458807273,0.9216655104924047,-1.0646488394487463,1.2397112780782038e-09,64.8,65.4,202602.0,False,False,0.6664997381690614,1.1453600970882436,0.31352923317435244,0.47886035891918227,0.8318339664485981,-4.230237969068939,-3.7513776101497407
2026-01-26,-0.2813518817581504,0.7236817035920002,2.843902283056249,1.0050335853501506,-2.1202207650602936,1.855960447549876e-07,69.3,70.0,202602.0,False,False,-0.2283650789374379,-0.14499700407969196,0.9105747371755217,0.08336807485774589,-1.0555719256115472,6.713930283762852,6.797298358620585
2026-01-27,-1.4818301739417887,-0.30764838627346935,2.3796263226653904,1.1741817876683194,-2.6873018251096457,2.7116170785879135e-05,76.2,77.1,202602.0,False,True,-1.2004782921836383,-1.0313300898654696,-0.4642759603908586,0.16914820231816874,-0.5670810600493521,9.49165564967431,9.660803851992481
2026-01-28,-0.9293570439675968,-0.1419514008770102,-6.4825845678771365,0.7874056430905866,6.340626477831177,6.689168949747248e-06,75.9,76.5,202602.0,False,False,0.552473129974192,0.16569698539645916,-8.862210890542528,-0.3867761445777328,9.027928302940822,-0.3944778291016341,-0.7812539736793624
2026-01-29,3.961161690148676,5.123965489660575,-3.1571464445878745,1.1628037995118994,8.281630004550623,-0.0005180703021729904,68.4,69.2,202602.0,False,True,4.890518734116273,5.265916890537586,3.325438123289262,0.3753981564213128,1.941003526719446,-10.404385977307944,-10.028987820886627
2026-01-30,2.381735042034781,2.2213500838373292,2.8614648677771135,-0.1603849581974516,-0.6400021845467623,-0.00011259939302199484,62.4,62.3,202602.0,False,True,-1.5794266481138952,-2.902615405823246,6.018611312364988,-1.323188757709351,-8.921632189097386,-9.180754925312286,-10.503943683021651
2026-02-02,1.93076110811776,2.095370198784632,4.371951259152598,0.16460909066687168,-2.2765210773012545,-5.9983066711843946e-05,60.7,60.8,202602.0,False,False,-0.4509739339170209,-0.12597988505269742,1.5104863913754847,0.32499404886432326,-1.6365188927544922,-2.7621577309929304,-2.437163682128618
2026-02-03,3.3167108183078367,2.987221228622583,2.3252712503509856,-0.32948958968525377,0.6622540760493457,-0.0003040977777484244,60.8,60.6,202602.0,False,False,1.3859497101900766,0.8918510298379512,-2.0466800088016126,-0.49409868035212545,2.9387751533506004,0.16460909066687168,-0.32948958968525377
2026-02-04,2.6804490718924234,2.356299679475328,1.7049920822364628,-0.32414939241709556,0.6514681021193672,-0.0001605048805020104,61.8,61.6,202602.0,False,False,-0.6362617464154132,-0.6309215491472551,-0.6202791681145228,0.005340197268158209,-0.010785973929978487,1.6313575491523786,1.6366977464205412
2026-02-05,2.3349939703363,2.6596695802233095,2.6597756792901115,0.32467560988700944,0.0,-0.00010609906680203451,61.5,61.7,202602.0,False,False,-0.34545510155612336,0.30336990074798154,0.9547835970536487,0.648825002304105,-0.6514681021193672,-0.4866189651172899,0.1622060371868051
2026-02-06,0.703678672930316,0.703678672930316,2.623740562247904,0.0,-1.920058985661707,-2.9036558809591995e-06,61.9,61.9,202602.0,False,False,-1.6313152974059841,-1.9559909072929935,-0.03603511704220752,-0.32467560988700944,-1.920058985661707,0.6483004878078312,0.3236248779208325
2026-02-09,0.4543695117045905,0.9339867380538919,1.5699197105967024,0.4796172263493014,-0.6359321908292392,-7.81713571429421e-07,62.4,62.7,202602.0,False,False,-0.24930916122572555,0.23030806512357582,-1.0538208516512015,0.4796172263493014,1.2841267948324677,0.8045095684831659,1.2841267948324657
2026-02-10,0.4525806164745843,-0.35192895200856905,-0.029347254603492395,-0.8045095684831534,-0.32258092488826773,-7.725168089112167e-07,62.4,61.9,202602.0,False,False,-0.0017888952300061933,-1.2859156900624609,-1.5992669652001947,-1.2841267948324546,0.3133512659409715,0.0,-1.2841267948324624
2026-02-11,0.918280786352222,1.0773898095764123,2.6547160301234998,0.15910902322419035,-1.5773197677094282,-6.452837659098876e-06,62.8,62.9,202602.0,False,False,0.4657001698776377,1.4293187615849814,2.6840632847269923,0.9636185917073437,-1.2547388428211605,0.6389798098770988,1.6025984015844394
2026-02-23,0.7277508248371322,2.126375022311119,2.5882728199020097,1.398624197473987,-0.46189458562945285,-3.211961437710187e-06,63.9,64.8,202603.0,True,False,-0.19052996151508983,1.0489852127347068,-0.06644321022149002,1.2395151742497967,1.1154251820799752,1.7364287909336071,2.9759439651834123
2026-02-24,-1.31635368162069,-0.13813681179467308,1.4595542733080011,1.178216869826017,-1.5977100936014608,1.900849878655464e-05,67.5,68.3,202603.0,False,False,-2.0441045064578223,-2.264511834105792,-1.1287185465940086,-0.2204073276479701,-1.135815507972008,5.480823649499495,5.260416321851529
2026-02-25,0.6660867295627626,0.36027609368067415,0.818644523160527,-0.30581063588208846,-0.45836596676579283,-2.462714060014193e-06,65.5,65.3,202603.0,False,False,1.9824404111834526,0.4984129054753472,-0.6409097501474741,-1.4840275057081054,1.1393441268356679,-3.0077455237277952,-4.491773029435906
2026-02-26,0.8600322298221231,1.165375978511148,-1.4602521770228412,0.3053437486890248,2.6256334566554176,-5.301121428380462e-06,65.4,65.6,202603.0,False,False,0.19394550025936053,0.8050998848304738,-2.278896700183368,0.6111543845711133,3.0839994234212105,-0.15278841780531757,0.4583659667657893
2026-03-02,0.6244103071830679,0.9340080776958892,2.315459550778491,0.30959777051282134,-1.381449444318832,-2.028763769756914e-06,64.5,64.7,202603.0,False,False,-0.23562192263905524,-0.2313679008152587,3.7757117278013324,0.004254021823796528,-4.0070829009742495,-1.3857034661426353,-1.381449444318832
2026-03-03,2.736960003544264,2.736960003544264,0.1479894830597228,0.0,2.5891413932741707,-0.00017087278962968355,62.6,62.6,202603.0,False,False,2.112549696361196,1.8029519258483746,-2.167470067718768,-0.30959777051282134,3.9705908375930026,-2.989994569567395,-3.2995923400802014
2026-03-04,1.0829586814679428,1.0829586814679428,4.200531012610839,0.0,-3.117561746844973,-1.0584297923665886e-05,60.0,60.0,202603.0,False,False,-1.654001322076321,-1.654001322076321,4.0525415295511165,0.0,-5.706703140119144,-4.242071588395214,-4.242071588395214
2026-03-05,0.7896459124889125,0.46706498760064474,-0.018761824332455167,-0.32258092488826773,0.48583091510763676,-4.103174536917997e-06,62.1,61.9,202603.0,False,False,-0.29331276897903036,-0.6158936938672981,-4.2192928369432945,-0.32258092488826773,3.6033926619526095,3.4401426717332315,3.1175617468449794
2026-03-06,1.511856493072237,1.6730168825063982,-1.4343179817587695,0.16116038943416128,3.1073636624657657,-2.8798200597979218e-05,62.0,62.1,202603.0,False,False,0.7222105805833244,1.2059518949057535,-1.4155561574263142,0.483741314322429,2.621532747358129,-0.16116038943415328,0.322580924888279
2026-03-09,1.376738768264987,1.0411679835677454,3.6947450924819747,-0.33557078469724155,-2.653555362596561,-2.174631766815871e-05,59.7,59.5,202603.0,False,False,-0.13511772480724993,-0.6318488989386528,5.129063074240744,-0.49673117413140283,-5.760919025062327,-3.7802364646535054,-4.2769676387849085
2026-03-10,0.3323017168922241,-0.16562462306850967,-0.4989579592585903,-0.49792633996073377,0.3333336419758217,-3.057857410615483e-07,60.4,60.1,202603.0,False,False,-1.0444370513727628,-1.206792606636255,-4.193703051740565,-0.1623555552634922,2.986889004572383,1.1657084542212728,1.0033528989577785
2026-03-11,0.1063881828478155,0.2670307876751728,-0.8629247276835785,0.1606426048273573,1.1299555253933247,-1.0034573380557354e-08,62.2,62.3,202603.0,False,False,-0.22591353404440861,0.43265541074368247,-0.3639667684249882,0.658568944788091,0.796621883417503,2.936589480436454,3.595158425224553
2026-03-12,1.3646685683498418,1.5295490673682304,-1.4806904940814614,0.16488049901838858,3.010260740791162,-2.1179341470167756e-05,60.6,60.7,202603.0,False,False,1.2582803855020264,1.2625182796930576,-0.6177657663978828,0.004237894191031294,1.8803052153978372,-2.606010666986507,-2.6017727727954796
2026-03-13,1.2064410460854071,1.2064410460854071,0.36256881494293863,0.0,0.8438868645864603,-1.4633443991884931e-05,59.5,59.5,202603.0,False,False,-0.1582275222644347,-0.32310802128282323,1.8432593090244,-0.16488049901838858,-2.166373876204702,-1.8318580523684747,-1.9967385513868496
2026-03-16,0.1306517848465055,0.29580458869379944,0.1306518034316022,0.16515280384729392,0.16515280384729392,-1.858509671159858e-08,60.5,60.6,202603.0,False,False,-1.0757892612389017,-0.9106364573916077,-0.23191701151133642,0.16515280384729392,-0.6787340607391664,1.6667052485211644,1.8318580523684629
2026-03-17,0.0636628970418828,0.22827198770875448,-0.10121759982630277,0.16460909066687168,0.32948958968524844,-2.15019121951876e-09,60.7,60.8,202603.0,False,False,-0.0669888878046227,-0.06753260098504496,-0.23186940325790498,-0.0005437131804222339,0.16433678583795452,0.33003330286569216,0.32948958968524844
2026-03-18,-0.6050388865991118,-1.426736196827194,-2.7556612544375128,-0.8216973102280823,1.3289232118682706,1.8457420482009823e-06,61.1,60.6,202603.0,False,False,-0.6687017836409945,-1.6550081845359486,-2.65444365461121,-0.986306400894954,0.9994336221830221,0.6568168112096949,-0.32948958968525377
2026-03-19,0.0633076283995118,0.23352043545254808,0.40344401286293347,0.17021280705303626,-0.16992357529598015,-2.1144052481103515e-09,58.7,58.8,202604.0,True,False,0.6683465149986235,1.6602566322797423,3.159105267300446,0.9919101172811187,-1.4988467871642508,-4.007213934349889,-3.0153038170687556
2026-03-20,1.887277802579326,2.2327012893880864,1.0185186276345475,0.34542348680876034,1.214238682572556,-5.602081901723288e-05,57.8,58.0,202604.0,False,False,1.8239701741798142,1.9991808539355382,0.615074614771614,0.17521067975572407,1.3841622578685362,-1.5450951155719104,-1.3698844358161801
2026-03-23,0.9846475921294994,0.9846475921294994,1.8626243128351705,0.0,-0.8779687652045837,-7.955501087453243e-06,56.7,56.7,202604.0,False,False,-0.9026302104498266,-1.248053697258587,0.844105685200623,-0.34542348680876034,-2.0922074477771395,-1.9214564944625243,-2.266879981271294
2026-03-24,1.290371521465938,1.1132235566277264,2.1714523946642936,-0.17714796483821157,-1.0582109330536973,-1.7904982870131647e-05,56.5,56.4,202604.0,False,False,0.30572392933643855,0.12857596449822706,0.30882808182912314,-0.17714796483821157,-0.18024216784911362,-0.35335725813111274,-0.5305052229693229
2026-03-25,-0.4358403361726224,0.2386984777805211,0.4066239398269503,0.6745388139531435,-0.16792615197200253,6.899255733383569e-07,59.1,59.5,202604.0,False,False,-1.7262118576385603,-0.8745250788472053,-1.7648284548373434,0.8516867787913551,0.8902847810816947,4.499028625965728,5.350715404757096
2026-03-26,1.1108187180843347,1.6249586681262,-0.7972936670848431,0.5141399500418652,2.422263757584621,-1.1422373577874012e-05,58.2,58.5,202604.0,False,False,1.5466590542569572,1.3862601903456788,-1.2039176069117934,-0.16039886391127833,2.5901899095566234,-1.5345569674660309,-1.694955831377332
2026-03-27,0.3963296623185215,0.7417531491272819,-1.7016488658134172,0.34542348680876034,2.443402533728204,-5.187875049550428e-07,57.8,58.0,202604.0,False,False,-0.7144890557658132,-0.8832055189989182,-0.9043551987285742,-0.16871646323310485,0.021138776143583282,-0.689657905906044,-0.8583743691391442
2026-03-30,-0.1715963757337003,0.003688507007738401,-3.3804278729896824,0.1752848827414387,3.384116337891495,4.210592580156103e-08,57.0,57.1,202604.0,False,False,-0.5679260380522217,-0.7380646421195435,-1.6787790071762652,-0.17013860406732165,0.9407138041632908,-1.3937507843781625,-1.5638893884454779
2026-03-31,-1.5340969374850844,-1.5340969374850844,1.4303446330718255,0.0,-2.9644716584996886,3.008794277881144e-05,56.5,56.5,202604.0,False,False,-1.3625005617513841,-1.5377854444928227,4.810772506061507,-0.1752848827414387,-6.348587996391183,-0.881062968215492,-1.056347850956926
2026-04-01,-0.0663634766654318,-0.0663634766654318,-0.06636347910102948,0.0,0.0,2.4355976818712932e-09,57.4,57.4,202604.0,False,False,1.4677334608196526,1.4677334608196526,-1.496708112172855,0.0,2.9644716584996886,1.5803665173125543,1.5803665173125543
2026-04-02,0.8726782080717572,0.4988459970110357,3.269111790367437,-0.3738322110607215,-2.770260254933582,-5.538422819029165e-06,53.6,53.4,202604.0,False,False,0.939041684737189,0.5652094736764675,3.3354752694684664,-0.3738322110607215,-2.770260254933582,-6.8495235248764335,-7.223355735937156
2026-04-07,0.1302995404732778,0.30167918824673756,1.831020823631778,0.1713796477734598,-1.529341616949835,-1.8435205417777212e-08,58.3,58.4,202604.0,False,False,-0.7423786675984794,-0.19716680876429815,-1.438090966735659,0.5452118588341813,1.2409186379837471,8.40530252796904,8.950514386803222
2026-04-08,0.0757746134919211,-0.09020052834450745,-0.42297953398629806,-0.16597514183642856,0.33277900926747456,-3.625683975272409e-09,60.3,60.2,202604.0,False,False,-0.05452492698135669,-0.391879716591245,-2.254000357618076,-0.33735478960988835,1.8621206262173096,3.3730010376693,3.035646248059399
2026-04-09,-0.1403132460550593,0.026214685851065594,0.6895670123939336,0.1665279319061249,-0.6633523495633906,2.302052265479304e-08,60.0,60.1,202604.0,False,False,-0.2160878595469804,0.11641521419557305,1.1125465463802318,0.33250307374255345,-0.9961313588308651,-0.49875415110390514,-0.16625107736135253
2026-04-10,-0.6068583227608959,-0.12415424792930146,-0.28479871520009914,0.48270407483159444,0.1606426048273573,1.8624434403591295e-06,62.0,62.3,202604.0,False,False,-0.4665450767058366,-0.15036893378036706,-0.9743657275940327,0.3161761429254696,0.8239949543907479,3.278982282299097,3.595158425224553
2026-04-13,0.2130012953807723,0.2130012953807723,2.1900015160126416,0.0,-1.9770001401003805,-8.053148878306438e-08,60.1,60.1,202604.0,False,False,0.8198596181416682,0.3371555433100738,2.4748002312127406,-0.48270407483159444,-2.1376427449277378,-3.112454350392966,-3.5951584252245525
2026-04-15,-0.5842229386216055,-0.4233218580515369,1.3297094207321747,0.16090108057006858,-1.7530329404996663,1.661715954726084e-06,62.1,62.2,202604.0,False,False,-0.7972242340023777,-0.6363231534323092,-0.8602920952804669,0.16090108057006858,0.2239671996007142,3.273614739827116,3.4345158203971833
2026-04-16,-1.975079705487796,-0.9554059034362876,-1.9751439148042849,1.0196738020515084,1.0196738020515084,6.42093164888724e-05,68.3,69.0,202605.0,True,True,-1.3908567668661904,-0.5320840453847507,-3.3048533355364595,0.8587727214814398,2.7727067425511747,9.516377763731128,10.375150485212565
2026-04-17,-2.6060457912772392,-2.0595963440693645,0.6285900894645865,0.5464494472078746,-2.688333939344053,0.00014750581010147812,73.0,73.4,202605.0,False,False,-0.6309660857894432,-1.104190440633077,2.6037340042688712,-0.4732243548436338,-3.708007741395561,6.654967457164683,6.181743102321065
2026-04-20,-2.079453711876793,-0.6591586940774614,3.114799167484324,1.4202950177993316,-3.7740327982847086,7.493672292335773e-05,76.9,78.0,202605.0,False,False,0.5265920794004462,1.4004376499919031,2.4862090780197375,0.8738455705914571,-1.0856988589406558,5.204643536320732,6.078489106912177
2026-04-21,0.1534074018097777,1.067848783709561,1.8450547985653847,0.9144413818997832,-0.7772059847702973,-3.0085526459000533e-08,76.2,76.9,202605.0,False,False,2.2328611136865706,1.7270074777870223,-1.2697443689189392,-0.5058536358995485,2.9968268135144114,-0.914441381899777,-1.4202950177993394
2026-04-22,-1.187917786271232,-0.04938556375868908,1.8198137677558586,1.138532222512543,-1.869213301215252,1.3969700704441479e-05,78.6,79.5,202605.0,False,False,-1.3413251880810098,-1.11723434746825,-0.02524103080952611,0.22409084061275975,-1.0920073164449549,3.1010236742560218,3.32511451486878
2026-04-23,-0.8813537930817081,-0.4745735711491333,2.852407545433151,0.40678022193257485,-3.3269868218318686,5.705249584320171e-06,73.6,73.9,202605.0,False,False,0.3065639931895239,-0.4251880073904442,1.0325937776772924,-0.731752000579968,-1.4577735206166165,-6.5726673700330265,-7.304419370612999
2026-04-24,-0.2180980398182686,0.5840452986392399,3.6006673947466283,0.8021433384575085,-3.01662218255925,8.645186164168983e-08,74.5,75.1,202605.0,False,False,0.6632557532634396,1.0586188697883732,0.7482598493134773,0.39536311652493367,0.3103646392726187,1.2154099650683248,1.6107730815932733
2026-04-27,0.2325712001802618,-0.31915433729521214,1.1908264131102082,-0.5517255374754739,-1.5099806455751061,-1.0483031417929389e-07,72.7,72.3,202605.0,False,False,0.4506692399985304,-0.9031996359344521,-2.40984098163642,-1.3538688759329824,1.5066415369841437,-2.445774084604016,-3.7996429605369975
2026-04-28,-1.152511844613883,-0.6213020961248723,-2.223485306693346,0.5312097484890106,1.6021704531265586,1.275744191486794e-05,75.1,75.5,202605.0,False,False,-1.3850830447941447,-0.30214775882966016,-3.414311719803554,1.0829352859644845,3.1121510987016645,3.2479174230615304,4.330852709026008
2026-04-29,-0.83805118281059,-0.16915236773091902,7.773556090447034,0.668898815079671,-7.9427133631321905,4.904954237328063e-06,74.5,75.0,202605.0,False,False,0.3144606618032929,0.4521497283939533,9.99704139714038,0.13768906659066038,-9.54488381625875,-0.8021433384575114,-0.6644542718668613
2026-04-30,0.8186669722243192,1.334797150246874,6.354676171889937,0.5161301780225548,-5.019874449235543,-4.572407521052924e-06,77.3,77.7,202605.0,False,False,1.656718155034909,1.503949517977793,-1.4188799185570966,-0.15276863705711619,2.9228389138966477,3.689483020786244,3.5367143837291346
2026-05-04,0.2756147743370474,1.256014783999131,1.1339893179485965,0.9804000096620835,0.1220256405229369,-1.7447240246992735e-07,81.2,82.0,202605.0,False,False,-0.5430521978872718,-0.07878236624774315,-5.220686853941341,0.46426983163952873,5.1419000897584795,4.9221291574256,5.38639898906514
2026-05-05,0.2521731291049655,1.448359640854954,6.094956370811668,1.1961865117499886,-4.646596596323145,-1.33633569432412e-07,83.1,84.1,202605.0,False,False,-0.02344164523208192,0.19234485685582303,4.960967052863072,0.21578650208790506,-4.768622236846082,2.3129454693770075,2.528731971464928
2026-05-06,-3.3317617311081573,-2.5688152509924853,4.453142641309339,0.7629464801156721,-7.022266149256103,0.00030825695427871835,91.4,92.1,202605.0,False,True,-3.5839348602131227,-4.017174891847439,-1.6418137295023296,-0.43324003163431646,-2.3756695529329575,9.520077659870203,9.086837628235871
2026-05-07,-1.2380145957681483,-0.2070776298820196,-1.3417110813122368,1.0309369658861287,1.134617638730152,1.581270006512092e-05,96.5,97.5,202605.0,False,False,2.093747135340009,2.361737621110466,-5.794853722621576,0.2679904857704566,8.156883787986255,5.429752988483575,5.697743474254036
2026-05-08,-0.522663355658501,0.023487646893693315,5.5333545447526316,0.5461510025521943,-5.509868087693808,1.189834869297357e-06,91.3,91.8,202605.0,False,False,0.7153512401096473,0.23056527677571292,6.875065626064869,-0.4847859633339344,-6.64448572642396,-5.539222074401752,-6.02400803773567
2026-05-11,-1.414155000651089,-0.2629125630805058,2.811076404883999,1.1512424375705832,-3.0740125359695445,2.3568005039553697e-05,95.0,96.1,202605.0,False,False,-0.891491644992588,-0.2864002099741991,-2.7222781398686324,0.6050914350183889,2.4358555517242633,3.9726103999618188,4.577701834980194
2026-05-12,-1.26004101070947,-0.30765285958391586,-3.19248496517457,0.9523881511255541,2.8848154337658345,1.667182481934759e-05,104.5,105.5,202605.0,False,True,0.15411398994161907,-0.04474029650341005,-6.003561370058569,-0.19885428644502912,5.958827969735379,9.531017980432493,9.332163693987445
2026-05-13,-1.174239168937533,0.03789688429692717,1.9275467807705882,1.2121360532344603,-1.8896633891289496,1.3492655288604993e-05,98.4,99.6,202605.0,False,False,0.08580184177193684,0.34554974388084303,5.120031745945158,0.2597479021089062,-4.774478822894784,-6.01462673466579,-5.754878832556866
2026-05-14,-2.232015538885819,-0.8526833256522421,0.056321173686017495,1.379332213233577,-0.9090971701251962,9.267078693664388e-05,108.0,109.5,202605.0,False,True,-1.057776369948286,-0.8905802099491693,-1.8712256070845708,0.16719615999911674,0.9805662190037534,9.309042306601183,9.476238466600307
2026-05-15,-2.4356436571687694,-2.4356436571687694,-1.5307805251850053,0.0,-0.9049835519917927,0.00012042000802869879,110.0,110.0,202605.0,False,False,-0.20362811828295024,-1.5829603315165273,-1.5871016988710227,-1.379332213233577,0.004113618133403496,1.8349138668196616,0.4555816535860661
2026-05-18,-3.186074271562437,-1.84377223834836,-2.736904870996011,1.3423020332140772,0.8928630744301398,0.0002695582175116229,111.0,112.5,202605.0,False,False,-0.7504306143936676,0.5918714188204095,-1.2061243458110056,1.3423020332140772,1.7978466264219324,0.9049835519917856,2.2472855852058577
2026-05-19,-2.40719773133844,-1.9656959104267706,-1.5262510128122875,0.44150182091166934,-0.4395611473038109,0.00011624968932766322,113.0,113.5,202605.0,False,False,0.778876540223997,-0.1219236720784107,1.2106538581837234,-0.9008002123024078,-1.3324242217339508,1.7857617400006471,0.88496152769826
2026-05-20,-2.698114603487017,-2.698114603487017,2.7084438240382753,0.0,-5.4067221270275825,0.00016369950229000452,108.0,108.0,202605.0,False,False,-0.2909168721485771,-0.7324186930602465,4.234694836850563,-0.44150182091166934,-4.967160979723771,-4.525659158812083,-4.967160979723772
2026-05-21,-2.504995336831178,-1.6466209676920347,-0.372849392695255,0.8583743691391434,-1.2739025777429713,0.00013100274619137764,116.0,117.0,202606.0,True,False,0.193119266655839,1.0514936357949825,-3.0812932167335303,0.8583743691391434,4.132819549284611,7.1458963982145045,8.004270767353635
2026-05-22,-1.7794348132050837,-0.47222665646981365,0.38980069251158017,1.30720815673527,-0.8620743043906975,4.695540930366171e-05,114.0,115.5,202606.0,False,False,0.7255605236260945,1.174394311222221,0.7626500852068352,0.4488337875961266,0.4118282733522738,-1.7391742711869222,-1.2903404835907841
2026-05-26,-2.945655836728207,-0.2989985179118797,1.5492699290500067,2.6466573188163274,-1.8484814674103103,0.0002130204484238618,130.5,134.0,202606.0,False,True,-1.1662210235231234,0.17322813855793395,1.1594692365384265,1.3394491620810574,-0.9864071630196127,13.517477836825254,14.856926998906314
2026-05-27,-3.8429943338114296,-1.773955008066805,-2.8035966804166423,2.0690393257446247,1.0291686036547505,0.00047306869508689786,143.5,146.5,202606.0,False,True,-0.8973384970832226,-1.4749564901549252,-4.352866609466649,-0.5776179930717027,2.8776500710650605,9.496180843692766,8.918562850621072
2026-05-28,-4.308487655605489,-3.2576898957639733,0.16663573339944282,1.0507977598415164,-3.4249923043078465,0.0006666751444308616,142.0,143.5,202606.0,False,False,-0.4654933217940598,-1.4837348876971683,2.970232413816085,-1.0182415659031083,-4.4541609079625974,-1.0507977598415092,-2.0690393257446167
2026-05-29,-3.9298261997508055,-2.2145182771258565,-3.584908583503438,1.7153079226249492,1.3698844358161928,0.0005058705613887327,144.5,147.0,202606.0,False,False,0.3786614558546839,1.0431716186381168,-3.751544316902881,0.6645101627834329,4.794876740124039,1.7452449951226208,2.4097551579060523
2026-06-01,-4.288884570050291,-2.591050916608508,-1.9205650727634582,1.697833653441783,-0.6711434587986804,0.000657614953630592,146.0,148.5,202606.0,False,False,-0.3590583702994854,-0.37653263948265137,1.6643435107399798,-0.01747426918316619,-2.0410278946148734,1.0327114155849524,1.0152371464017909
2026-06-02,-2.057892280243528,-1.0034009625820242,-0.3066066606738528,1.054491317661504,-0.6968669316093316,7.262970115995415e-05,141.5,143.0,202606.0,False,False,2.2309922898067627,1.5876499540264837,1.6139584120896053,-0.643342335780279,-0.025723472810651127,-3.130690462504414,-3.7740327982847086
2026-06-03,-0.6333498824999301,1.639475225255679,3.126489356046807,2.272825107755609,-1.4870162479451392,2.117154011105349e-06,130.5,133.5,202606.0,False,False,1.4245423977435983,2.642876187837703,3.43309601672066,1.218333790094105,-0.7901493163358076,-8.092649032054421,-6.874315241960309
2026-06-04,0.5898705022949271,1.7827275888223084,4.511943527996936,1.1928570865273813,-2.729214228800751,-1.710373876973037e-06,125.0,126.5,202606.0,False,False,1.2232203847948573,0.1432523635666294,1.3854541719501294,-1.0799680212282277,-1.2421979808556118,-4.3059489460447,-5.385916967272932
2026-06-05,0.4152842876642734,1.5495119480577242,-5.4572437167760866,1.134227660393451,7.0067562616716845,-5.968378734566571e-07,131.5,133.0,202606.0,False,False,-0.1745862146306537,-0.23321564076458423,-9.969187244773023,-0.05862942613393041,9.735970490472436,5.069311431551816,5.010682005417877
