basket_id,direction,tranches_filled,entry_first_time,entry_last_time,ref_spread,std_ref,vwa_entry_spread,qff_contracts,gross_notional_twd,exit_time,exit_reason,exit_spread,mae_spread,mae_k,gross_pnl_twd,total_fee_twd,net_pnl_twd,holding_minutes
0,short_tsm_long_qff,1,2026-01-15 01:10:00+08:00,2026-01-15 01:10:00+08:00,1.5998125173034998,0.7463119084273263,1.5998125173034998,5,543000.0,2026-01-17 04:49:00+08:00,zscore_exit,-1.1105782431900937,0.8379575028599782,1.1227979795013228,15910.499953213119,7101.734797416895,8808.765155796224,3099
1,long_tsm_short_qff,2,2026-01-20 22:36:00+08:00,2026-01-21 00:02:00+08:00,-1.241661048670308,0.8367930011471706,-2.0984195825764895,-8,1106400.0,2026-01-23 22:32:00+08:00,zscore_exit,0.4107063809846362,4.016307123143376,4.799642346001182,26719.51071715865,11658.381948735783,15061.128768422866,4316
2,short_tsm_long_qff,2,2026-01-28 22:34:00+08:00,2026-01-29 23:01:00+08:00,0.8924545686358318,1.4548122009466236,2.185753801435995,7,954000.0,2026-02-05 23:32:00+08:00,zscore_exit,1.1080657026972447,4.246939184987006,2.919235336508444,9729.008118286281,10008.100636252835,-279.0925179665537,11578
3,long_tsm_short_qff,1,2026-02-07 03:20:00+08:00,2026-02-07 03:20:00+08:00,0.7068432406141155,0.7778487149552725,0.7068432406141155,-4,504800.0,2026-03-05 01:10:00+08:00,zscore_exit,1.5649287794229652,2.0231969222348054,2.6010159602193883,4233.195450339563,5772.024232484417,-1538.828782144854,37310
4,short_tsm_long_qff,1,2026-03-06 22:58:00+08:00,2026-03-06 22:58:00+08:00,2.088800096887886,0.8564905242728463,2.088800096887886,4,482400.0,2026-03-09 21:50:00+08:00,zscore_exit,0.5877308590151812,0.3773836082617068,0.44061620948124613,7103.998191410432,5711.921021704475,1392.0771697059572,4252
5,long_tsm_short_qff,1,2026-03-11 03:23:00+08:00,2026-03-11 03:23:00+08:00,0.5765253411272196,0.7209042945212761,0.5765253411272196,-4,483200.0,2026-03-12 22:30:00+08:00,zscore_exit,1.878539677820352,0.5913412534170186,0.8202770574556014,6144.007492572524,5781.407730257721,362.59976231480323,2587
6,long_tsm_short_qff,1,2026-03-16 21:49:00+08:00,2026-03-16 21:49:00+08:00,0.0115855357344793,0.48639678481795645,0.011585535734479298,-4,487200.0,2026-03-20 21:31:00+08:00,zscore_exit,1.2275853044240912,0.9202140298063163,1.8918999025676628,5637.605573974874,5784.863029390995,-147.25745541612105,5742
7,short_tsm_long_qff,2,2026-03-20 21:33:00+08:00,2026-03-21 03:42:00+08:00,0.9617941490798336,0.4488116982883919,1.4255812202344669,8,913600.0,2026-03-26 00:48:00+08:00,zscore_exit,-0.0144144841900384,0.9341178752356107,2.081313563790792,13631.296036614624,11434.175113903319,2197.120922711305,7395
8,long_tsm_short_qff,2,2026-03-30 21:33:00+08:00,2026-03-31 22:17:00+08:00,-0.2613024879578473,0.47985808918676476,-0.7138370468240501,-8,914400.0,2026-04-02 22:49:00+08:00,zscore_exit,0.7063738510148545,1.291708404176008,2.6918550156466456,12531.07818015931,11585.743116568654,945.3350635906554,4396
9,long_tsm_short_qff,2,2026-04-17 00:10:00+08:00,2026-04-17 21:50:00+08:00,-2.1964031827680017,0.5706728168137456,-2.676551984488237,-7,999400.0,2026-04-20 23:33:00+08:00,zscore_exit,-0.578629027431774,1.833274963391287,3.2124799173492535,23401.76353720096,10190.838188457848,13210.925348743112,5723
10,short_tsm_long_qff,1,2026-04-24 03:55:00+08:00,2026-04-24 03:55:00+08:00,-0.9462345138164118,0.992433696520963,-0.9462345138164118,3,458400.00000000006,2026-04-29 21:31:00+08:00,zscore_exit,-1.2272915792440795,1.378829579978528,1.3893417613812382,1338.7996754408086,4321.112876053622,-2982.3132006128135,8256
11,short_tsm_long_qff,2,2026-04-29 22:31:00+08:00,2026-04-29 22:46:00+08:00,0.2849300923920531,0.5240495560234802,0.8611692367440386,6,983400.0,2026-04-29 23:47:00+08:00,zscore_exit,-1.1080348595578255,2.3078920578926105,4.403957662716166,19014.668957756334,8574.560328984215,10440.10862877212,76
12,long_tsm_short_qff,1,2026-04-30 00:32:00+08:00,2026-04-30 00:32:00+08:00,-1.4794235124203974,0.5367273843419011,-1.4794235124203974,-3,481800.0,2026-04-30 21:35:00+08:00,zscore_exit,0.0294744586337336,0.594845155386099,1.1082817324766425,7316.004583677772,4354.884154103622,2961.12042957415,1263
13,short_tsm_long_qff,2,2026-04-30 21:40:00+08:00,2026-05-01 02:46:00+08:00,0.1409914460344582,0.5811076052731663,0.7062852091148406,6,969000.0,2026-05-05 22:02:00+08:00,zscore_exit,-0.568696304049683,1.2378923949265164,2.1302292100352216,13192.980193838473,8598.096490551758,4594.883703286716,7222
14,long_tsm_short_qff,1,2026-05-06 21:31:00+08:00,2026-05-06 21:31:00+08:00,-4.186373753342897,0.7261992347210836,-4.186373753342897,-3,589200.0,2026-05-13 03:56:00+08:00,zscore_exit,-1.0975176600897214,0.3371175223922869,0.4642218089389284,19296.705226370705,4401.259574850226,14895.445651520478,9025
15,short_tsm_long_qff,1,2026-05-13 21:33:00+08:00,2026-05-13 21:33:00+08:00,0.1001577377988077,1.2442112186167862,0.1001577377988077,2,404000.0,2026-05-14 21:31:00+08:00,zscore_exit,-2.550364848278388,0.5041520700903048,0.40519813882628425,11352.742029496949,2858.034409304716,8494.707620192232,1438
16,long_tsm_short_qff,1,2026-05-14 21:33:00+08:00,2026-05-14 21:33:00+08:00,-3.2486518647448586,1.1667071357623977,-3.2486518647448586,-2,436000.0,2026-05-19 21:32:00+08:00,zscore_exit,-1.0408793677509818,1.1096680515565112,0.9511110522448174,10091.382155095838,2925.4346820611177,7165.947473034721,7199
17,short_tsm_long_qff,1,2026-05-19 21:36:00+08:00,2026-05-19 21:36:00+08:00,-0.7405000086635453,1.021120961104202,-0.7405000086635453,2,456000.0,2026-05-19 22:48:00+08:00,zscore_exit,-2.1113104417691586,0.6747176805142663,0.6607617571425151,6126.892382452817,2880.6959263710455,3246.196456081772,72
18,long_tsm_short_qff,1,2026-05-20 21:58:00+08:00,2026-05-20 21:58:00+08:00,-2.9307209625698647,0.9816878361210657,-2.9307209625698647,-2,450000.0,2026-05-21 22:23:00+08:00,zscore_exit,-1.7993429792844498,0.3728750883790677,0.379830608732411,5325.677842094163,2914.546865527474,2411.130976566689,1465
19,short_tsm_long_qff,1,2026-05-22 21:37:00+08:00,2026-05-22 21:37:00+08:00,-1.6282772772685254,0.7628646808177686,-1.6282772772685254,2,466000.0,2026-05-26 21:32:00+08:00,zscore_exit,-3.699974412090897,0.5207155219906132,0.6825791455339385,10992.090797028824,2873.8521985204425,8118.238598508382,5755
20,long_tsm_short_qff,1,2026-05-26 21:34:00+08:00,2026-05-26 21:34:00+08:00,-3.732349375258917,0.7125173954511516,-3.732349375258917,-2,538000.0,2026-05-26 22:07:00+08:00,zscore_exit,-2.051712731900805,0.0,0.0,9289.73056484533,2923.9443095747097,6365.786255270619,33
21,long_tsm_short_qff,2,2026-05-26 23:00:00+08:00,2026-05-27 22:01:00+08:00,-3.632603494706468,0.7172059444357582,-4.315203249430505,-4,1144000.0,2026-05-29 22:12:00+08:00,zscore_exit,-2.788938210661941,1.6994899432502817,2.3695982394391724,17695.56861600892,5855.948365574147,11839.620250434775,4272
22,long_tsm_short_qff,1,2026-05-29 23:13:00+08:00,2026-05-29 23:13:00+08:00,-4.17646108517684,1.002286084200738,-4.17646108517684,-2,582000.0,2026-06-02 21:31:00+08:00,zscore_exit,-3.039358633026595,0.8234681183359847,0.8215898946583203,6543.505751265367,2923.297479625201,3620.2082716401655,5658
