rank,rank_sharpe,ma_window,entry_z,exit_z,zscore_valid_rows,sharpe_ratio,daily_return_count,daily_return_mean,daily_return_std,return_over_max_dd,sharpe_rank_eligible,trade_count,winning_trades,losing_trades,win_rate,gross_pnl_twd,net_pnl_twd,return_pct,max_drawdown_twd,max_drawdown_pct,profit_factor,avg_trade_pnl_twd,exposure_minutes,exposure_ratio,total_fee_twd,total_crossing_cost_twd,start,end,rank_net_pnl,rank_return_over_max_dd
1,1,780,2.0,-0.25,14790,10.678555916760512,47,0.002057598992953067,0.003058781698023213,4.929608464662264,True,32,31,1,0.96875,378660.6499144833,202384.89097428363,0.10119244548714185,-45263.77429920994,-0.020527481282243114,3734.966416663471,6324.527842946363,23733,0.29289513630922265,176275.75894019968,139093.60328211973,2026-06-09 21:30:00+08:00,2026-08-05 03:59:00+08:00,39,44
2,2,780,2.0,0.0,14790,10.612121949227115,47,0.0027855861626385524,0.004166914935850934,6.9033641108750565,True,31,29,2,0.9354838709677419,450257.524368376,278441.08465401985,0.13922054232700984,-45263.77429920994,-0.02016705769694111,831.3445943606398,8981.970472710318,32886,0.405854693998445,171816.4397143561,135606.56510852976,2026-06-09 21:30:00+08:00,2026-08-05 03:59:00+08:00,15,21
3,3,390,2.5,0.5,14790,10.19772973291998,47,0.0023102267223105957,0.0035962624267310574,7.9766074219964205,True,37,30,7,0.8108108108108109,430736.95364524995,228450.88046335898,0.11422544023167948,-31288.180757138412,-0.01432005289826469,19.57810319755028,6174.348120631324,13483,0.166397215811623,202286.07318189106,159245.7356993951,2026-06-09 21:30:00+08:00,2026-08-05 03:59:00+08:00,29,5
4,4,780,2.0,0.25,14790,10.161789799133127,47,0.002866874921266991,0.004478564247952104,7.169271702760158,True,29,27,2,0.9310344827586207,447766.7923010433,286996.72017431684,0.14349836008715838,-45263.77429920994,-0.020015751395209606,31.23597655831968,9896.438626700581,48287,0.5959224475187895,160770.0721267264,127044.34200107807,2026-06-09 21:30:00+08:00,2026-08-05 03:59:00+08:00,12,15
5,5,2500,1.0,0.0,14790,9.982833187804552,47,0.003394012058677502,0.005397092199227586,8.75335942154743,True,33,33,0,1.0,524752.4515834249,343699.8932366732,0.17184994661833672,-45263.77429920994,-0.01963245633388568,,10415.148279899187,58250,0.7188784262424565,181052.55834675167,143032.59350431606,2026-06-09 21:30:00+08:00,2026-08-05 03:59:00+08:00,2,1
6,6,1560,1.5,-0.5,14790,9.752378777325307,47,0.0024364657854120024,0.0039659754978584524,5.908127766697222,True,35,32,3,0.9142857142857143,433862.4274116645,241538.11649026268,0.12076905824513127,-45263.77429920994,-0.02044117240082029,98.39409122759619,6901.089042578934,34475,0.425464956990707,192324.31092140177,151953.51219988975,2026-06-09 21:30:00+08:00,2026-08-05 03:59:00+08:00,27,32
7,7,2500,1.0,0.25,14790,9.650990020798238,47,0.0031937530147830686,0.005253270104643565,8.167469165404661,True,29,29,0,1.0,481141.0298595187,321896.68788883515,0.16094834394441754,-45263.77429920994,-0.019706024067547647,,11099.885789270178,63768,0.7869775018820422,159244.3419706836,125853.06771301143,2026-06-09 21:30:00+08:00,2026-08-05 03:59:00+08:00,3,3
8,8,390,2.0,0.5,14790,9.604476869510467,47,0.0025087705908071758,0.004146555717694192,8.747098743186193,True,46,36,10,0.782608695652174,501078.225346689,249073.13487847502,0.12453656743923738,-31288.180757138412,-0.014237471314274207,11.443597689459475,5414.63336692337,27321,0.33717557911365065,252005.09046821398,198570.25972391848,2026-06-09 21:30:00+08:00,2026-08-05 03:59:00+08:00,23,2
9,9,1560,1.5,0.5,14790,9.464783004622413,47,0.0031453551503904634,0.005275447419457021,7.922842442908585,True,23,23,0,1.0,443309.02418091893,316626.9425217254,0.15831347126086265,-45263.77429920994,-0.019981903262832473,,13766.388805292407,60299,0.74416566908144,126682.08165919365,99884.95195707018,2026-06-09 21:30:00+08:00,2026-08-05 03:59:00+08:00,5,7
10,10,2500,1.0,0.5,14790,9.449622950008774,47,0.0031274275117442775,0.005253794029601494,7.964185603460653,True,25,25,0,1.0,452424.4697100688,314691.8736151968,0.15734593680759845,-45263.77429920994,-0.019756688836988858,,12587.674944607872,69895,0.862592405188266,137732.59609487202,108768.92636404403,2026-06-09 21:30:00+08:00,2026-08-05 03:59:00+08:00,6,6
11,11,780,1.5,0.0,14790,9.384852945089092,47,0.002724957069103121,0.004609273334611125,6.718042272198756,True,36,32,4,0.8888888888888888,470179.0031518311,271773.6364677842,0.1358868182338921,-45263.77429920994,-0.020227145458168953,18.313941851398166,7549.267679660672,41996,0.5182835774846043,198405.36668404695,156733.96032377548,2026-06-09 21:30:00+08:00,2026-08-05 03:59:00+08:00,18,24
12,12,390,2.5,0.25,14790,9.290809754800605,47,0.0020628353336398066,0.0035246115887807316,6.951433675969607,True,37,32,5,0.8648648648648649,405122.5889307072,202770.97078751912,0.10138548539375956,-31372.42847050447,-0.014584831003169717,17.36659965462335,5480.296507770787,13006,0.16051043453578348,202351.61814318819,159300.87239733353,2026-06-09 21:30:00+08:00,2026-08-05 03:59:00+08:00,38,17
13,13,780,1.5,-0.25,14790,9.149323993279436,47,0.002217828166461147,0.0038480362812208114,5.349645630786456,True,40,36,4,0.9,438588.5921844294,218721.09113947325,0.10936054556973651,-45263.77429920994,-0.020442577530814753,11.674944716855412,5468.027278486831,32810,0.4049167581976823,219867.50104495615,173765.59298113314,2026-06-09 21:30:00+08:00,2026-08-05 03:59:00+08:00,32,40
14,14,1560,1.0,0.5,14790,9.00250255125321,47,0.0034433925052972285,0.006071885134294288,8.03746570279622,True,32,30,2,0.9375,523049.44555930234,348715.2368944374,0.17435761844721856,-50179.67810132308,-0.021693108859744164,32.629187833361655,10897.351152951169,69139,0.8532624122227844,174334.20866486488,137219.83208584937,2026-06-09 21:30:00+08:00,2026-08-05 03:59:00+08:00,1,4
15,15,390,2.0,0.25,14790,8.822131796086643,47,0.0022175579413572935,0.0039902646886166284,7.518674228317087,True,46,36,10,0.782608695652174,470708.5104566412,218635.3079741794,0.10931765398708963,-31431.6734388764,-0.014539485375676175,8.897998479283473,4752.941477699552,26818,0.330967925063866,252073.20248246184,198627.69618482943,2026-06-09 21:30:00+08:00,2026-08-05 03:59:00+08:00,33,11
