timestamp,qff_close,qff_close_filled,qff_volume,tsm_close,usdttwd_close,tsm_twd_fair,us_staleness_minutes,spread,close_allowed,friday_night_close_only,weekend_session_close_only,friday_session_end_force_close,entry_allowed
2026-05-08 08:45:00+08:00,28912.0,28912.0,1.0,28975.5,5.0,28975.5,0.0,0.2193910602461671,True,False,True,False,False
2026-05-08 08:46:00+08:00,28958.0,28958.0,1.0,28975.5,5.0,28975.5,0.0,0.06041409547153201,True,False,True,False,False
2026-05-08 08:51:00+08:00,28970.0,28970.0,1.0,28975.0,5.0,28975.0,0.0,0.017257744412805247,True,False,True,False,False
2026-05-08 09:31:00+08:00,29040.0,29040.0,2.0,29011.0,5.0,29011.0,0.0,-0.09991214621625812,True,False,True,True,False
2026-05-11 13:23:00+08:00,29644.0,29644.0,13.0,29605.5,5.0,29605.5,0.0,-0.12995890260677306,True,False,False,False,True
2026-05-11 13:39:00+08:00,29623.0,29623.0,1.0,29605.0,5.0,29605.0,0.0,-0.06078206253798879,True,False,False,False,True
2026-05-12 11:18:00+08:00,29628.0,29628.0,2.0,29596.75,5.0,29596.75,0.0,-0.10553020485523365,True,False,False,False,True
2026-05-12 12:04:00+08:00,29608.0,29608.0,1.0,29587.75,5.0,29587.75,0.0,-0.06841707386087684,True,False,False,False,True
2026-05-12 12:13:00+08:00,29610.0,29610.0,1.0,29582.0,5.0,29582.0,0.0,-0.0946073793755913,True,False,False,False,True
2026-05-12 12:55:00+08:00,29578.0,29578.0,2.0,29557.5,5.0,29557.5,0.0,-0.06933229616727685,True,False,False,False,True
2026-05-14 12:28:00+08:00,29863.0,29863.0,20.0,29840.0,5.0,29840.0,0.0,-0.07704805453662296,True,False,True,False,False
2026-05-14 13:08:00+08:00,29871.0,29871.0,5.0,29858.5,5.0,29858.5,0.0,-0.041855364602081044,True,False,True,False,False
2026-05-14 13:33:00+08:00,29867.0,29867.0,10.0,29858.5,5.0,29858.5,0.0,-0.02846355409331023,True,False,True,True,False
2026-05-18 09:08:00+08:00,29285.0,29285.0,2.0,29262.0,5.0,29262.0,0.0,-0.0785693545356722,True,False,False,False,True
2026-05-18 09:39:00+08:00,29255.0,29255.0,1.0,29217.5,5.0,29217.5,0.0,-0.12826542391722603,True,False,False,False,True
2026-05-18 10:19:00+08:00,29311.0,29311.0,1.0,29330.0,5.0,29330.0,0.0,0.06480107774424038,True,False,False,False,True
2026-05-18 11:36:00+08:00,29332.0,29332.0,2.0,29323.75,5.0,29323.75,0.0,-0.028130234461242076,True,False,False,False,True
2026-05-18 12:08:00+08:00,29367.0,29367.0,1.0,29323.75,5.0,29323.75,0.0,-0.14738267955342196,True,False,False,False,True
2026-05-19 12:03:00+08:00,29232.0,29232.0,1.0,29221.25,5.0,29221.25,0.0,-0.03678153053936265,True,False,False,False,True
2026-05-19 12:13:00+08:00,29251.0,29251.0,1.0,29232.0,5.0,29232.0,0.0,-0.06497614691448797,True,False,False,False,True
2026-05-19 12:27:00+08:00,29198.0,29198.0,1.0,29176.5,5.0,29176.5,0.0,-0.0736623011760272,True,False,False,False,True
2026-05-19 12:34:00+08:00,29237.0,29237.0,11.0,29213.5,5.0,29213.5,0.0,-0.08040991950453803,True,False,False,False,True
2026-05-19 12:35:00+08:00,29240.0,29240.0,11.0,29226.75,5.0,29226.75,0.0,-0.04532490689152381,True,False,False,False,True
2026-05-20 12:07:00+08:00,29214.0,29214.0,1.0,29198.0,5.0,29198.0,0.0,-0.0547832637129357,True,False,False,False,True
2026-05-20 12:27:00+08:00,29200.0,29200.0,1.0,29207.25,5.0,29207.25,0.0,0.02482568516750917,True,False,False,False,True
2026-05-21 11:40:00+08:00,29676.0,29676.0,1.0,29635.75,5.0,29635.75,0.0,-0.13572352864314408,True,False,False,False,True
2026-05-21 12:05:00+08:00,29670.0,29670.0,4.0,29650.0,5.0,29650.0,0.0,-0.06743088334457181,True,False,False,False,True
2026-05-21 12:09:00+08:00,29679.0,29679.0,1.0,29650.0,5.0,29650.0,0.0,-0.09775994876030272,True,False,False,False,True
2026-05-21 13:21:00+08:00,29716.0,29716.0,1.0,29683.0,5.0,29683.0,0.0,-0.11111298170002862,True,False,False,False,True
2026-05-22 08:45:00+08:00,29802.0,29802.0,1.0,29852.75,5.0,29852.75,0.0,0.17014571345953172,True,False,True,False,False
2026-05-22 08:47:00+08:00,29860.0,29860.0,1.0,29852.75,5.0,29852.75,0.0,-0.024282921151680334,True,False,True,False,False
2026-05-22 11:41:00+08:00,29863.0,29863.0,6.0,29831.0,5.0,29831.0,0.0,-0.10721345528863872,True,False,True,False,False
2026-05-22 12:20:00+08:00,29881.0,29881.0,2.0,29858.5,5.0,29858.5,0.0,-0.07532704492002779,True,False,True,False,False
2026-05-22 12:42:00+08:00,29868.0,29868.0,1.0,29855.0,5.0,29855.0,0.0,-0.04353431676238635,True,False,True,True,False
2026-05-25 11:18:00+08:00,30267.0,30267.0,1.0,30257.25,5.0,30257.25,0.0,-0.03221849093545149,True,False,False,False,True
2026-05-25 12:48:00+08:00,30311.0,30311.0,2.0,30249.0,5.0,30249.0,0.0,-0.2047556142668428,True,False,False,False,True
2026-05-25 12:57:00+08:00,30311.0,30311.0,2.0,30249.0,5.0,30249.0,0.0,-0.2047556142668428,True,False,False,False,True
2026-05-27 09:50:00+08:00,30445.0,30445.0,2.0,30430.25,5.0,30430.25,0.0,-0.04845975991885043,True,False,False,False,True
2026-05-27 10:53:00+08:00,30474.0,30474.0,3.0,30439.75,5.0,30439.75,0.0,-0.1124540846688966,True,False,False,False,True
2026-05-27 13:12:00+08:00,30424.0,30424.0,4.0,30400.25,5.0,30400.25,0.0,-0.0780938523697374,True,False,False,False,True
2026-05-27 13:14:00+08:00,30417.0,30417.0,3.0,30400.25,5.0,30400.25,0.0,-0.05508305620527071,True,False,False,False,True
2026-05-28 11:06:00+08:00,30291.0,30291.0,1.0,30255.0,5.0,30255.0,0.0,-0.11891784758695867,True,False,False,False,True
2026-05-28 13:13:00+08:00,30125.0,30125.0,4.0,30089.25,5.0,30089.25,0.0,-0.11874265643099433,True,False,False,False,True
2026-05-28 13:16:00+08:00,30119.0,30119.0,5.0,30088.25,5.0,30088.25,0.0,-0.10214716666182228,True,False,False,False,True
2026-05-28 13:23:00+08:00,30121.0,30121.0,1.0,30099.75,5.0,30099.75,0.0,-0.0705736809986591,True,False,False,False,True
2026-05-29 11:26:00+08:00,30578.0,30578.0,1.0,30555.75,5.0,30555.75,0.0,-0.07279121598135235,True,False,True,True,False
2026-06-02 12:17:00+08:00,30705.0,30705.0,1.0,30665.0,5.0,30665.0,0.0,-0.13035685188202706,True,False,False,False,True
2026-06-04 13:00:00+08:00,30822.0,30822.0,1.0,30796.0,5.0,30796.0,0.0,-0.08439092472978675,True,False,False,False,True
2026-06-05 09:10:00+08:00,30488.0,30488.0,1.0,30430.0,5.0,30430.0,0.0,-0.19041990872976788,True,False,True,False,False
2026-06-05 09:16:00+08:00,30484.0,30484.0,1.0,30409.75,5.0,30409.75,0.0,-0.24386739197372476,True,False,True,False,False
2026-06-05 11:41:00+08:00,30516.0,30516.0,2.0,30478.0,5.0,30478.0,0.0,-0.12460241991015508,True,False,True,False,False
2026-06-05 11:42:00+08:00,30517.0,30517.0,1.0,30478.0,5.0,30478.0,0.0,-0.12787933437166982,True,False,True,False,False
2026-06-05 11:53:00+08:00,30486.0,30486.0,3.0,30450.0,5.0,30450.0,0.0,-0.11815675462780621,True,False,True,False,False
2026-06-05 12:00:00+08:00,30489.0,30489.0,3.0,30457.25,5.0,30457.25,0.0,-0.10419016756568286,True,False,True,False,False
2026-06-05 12:55:00+08:00,30560.0,30560.0,1.0,30534.5,5.0,30534.5,0.0,-0.08347723608508131,True,False,True,False,False
2026-06-05 13:35:00+08:00,30542.0,30542.0,4.0,30508.75,5.0,30508.75,0.0,-0.10892577077267684,True,False,True,True,False
2026-06-08 11:02:00+08:00,29593.0,29593.0,1.0,29501.5,5.0,29501.5,0.0,-0.3096734890725871,True,False,False,False,True
2026-06-08 11:38:00+08:00,29534.0,29534.0,2.0,29515.0,5.0,29515.0,0.0,-0.06435333367203509,True,False,False,False,True
2026-06-08 12:28:00+08:00,29494.0,29494.0,1.0,29453.75,5.0,29453.75,0.0,-0.13656161600739639,True,False,False,False,True
2026-06-08 13:11:00+08:00,29422.0,29422.0,4.0,29389.75,5.0,29389.75,0.0,-0.10967196181035253,True,False,False,False,True
2026-06-08 13:13:00+08:00,29394.0,29394.0,5.0,29358.25,5.0,29358.25,0.0,-0.12169746690552277,True,False,False,False,True
2026-06-08 13:24:00+08:00,29396.0,29396.0,1.0,29361.75,5.0,29361.75,0.0,-0.11658036599427309,True,False,False,False,True
2026-06-08 13:41:00+08:00,29329.0,29329.0,1.0,29270.5,5.0,29270.5,0.0,-0.1996604066587599,True,False,False,False,True
2026-06-09 11:36:00+08:00,29887.0,29887.0,1.0,29851.25,5.0,29851.25,0.0,-0.11968880909634949,True,False,False,False,True
2026-06-09 11:40:00+08:00,29900.0,29900.0,1.0,29870.5,5.0,29870.5,0.0,-0.09871090253553173,True,False,False,False,True
2026-06-09 11:42:00+08:00,29900.0,29900.0,13.0,29874.75,5.0,29874.75,0.0,-0.0844838330566,True,False,False,False,True
2026-06-09 12:13:00+08:00,29930.0,29930.0,1.0,29901.5,5.0,29901.5,0.0,-0.0952675430166384,True,False,False,False,True
2026-06-09 12:59:00+08:00,29928.0,29928.0,1.0,29898.25,5.0,29898.25,0.0,-0.09945467081757589,True,False,False,False,True
2026-06-09 13:01:00+08:00,29926.0,29926.0,22.0,29885.0,5.0,29885.0,0.0,-0.1370985270268011,True,False,False,False,True
2026-06-09 13:31:00+08:00,29948.0,29948.0,1.0,29924.0,5.0,29924.0,0.0,-0.08017103153393908,True,False,False,False,True
2026-06-10 11:44:00+08:00,29290.0,29290.0,11.0,29270.5,5.0,29270.5,0.0,-0.06659779202704895,True,False,False,False,True
2026-06-10 11:48:00+08:00,29308.0,29308.0,9.0,29270.5,5.0,29270.5,0.0,-0.128033322806149,True,False,False,False,True
2026-06-10 11:54:00+08:00,29311.0,29311.0,9.0,29283.0,5.0,29283.0,0.0,-0.09557292555551763,True,False,False,False,True
2026-06-10 11:55:00+08:00,29304.0,29304.0,8.0,29283.0,5.0,29283.0,0.0,-0.07168825848737774,True,False,False,False,True
2026-06-10 11:56:00+08:00,29306.0,29306.0,15.0,29283.0,5.0,29283.0,0.0,-0.07851303145641673,True,False,False,False,True
2026-06-10 11:59:00+08:00,29303.0,29303.0,1.0,29283.0,5.0,29283.0,0.0,-0.06827569726555832,True,False,False,False,True
2026-06-10 12:00:00+08:00,29308.0,29308.0,13.0,29283.0,5.0,29283.0,0.0,-0.08533733849908688,True,False,False,False,True
2026-06-10 12:45:00+08:00,29200.0,29200.0,1.0,29159.75,5.0,29159.75,0.0,-0.1379375340024589,True,False,False,False,True
2026-06-10 13:12:00+08:00,29224.0,29224.0,1.0,29200.0,5.0,29200.0,0.0,-0.08215801725318361,True,False,False,False,True
2026-06-10 13:23:00+08:00,29175.0,29175.0,1.0,29152.5,5.0,29152.5,0.0,-0.07715057220007715,True,False,False,False,True
2026-06-10 13:27:00+08:00,29180.0,29180.0,1.0,29164.75,5.0,29164.75,0.0,-0.05227548322685417,True,False,False,False,True
2026-06-10 13:42:00+08:00,29253.0,29253.0,1.0,29204.5,5.0,29204.5,0.0,-0.16593251507505452,True,False,False,False,True
2026-06-11 10:00:00+08:00,28901.0,28901.0,1.0,28932.5,5.0,28932.5,0.0,0.10893340365013357,True,False,False,False,True
2026-06-11 10:27:00+08:00,28880.0,28880.0,2.0,28847.0,5.0,28847.0,0.0,-0.11433124880904949,True,False,False,False,True
2026-06-11 10:28:00+08:00,28880.0,28880.0,5.0,28837.75,5.0,28837.75,0.0,-0.14640210333909412,True,False,False,False,True
2026-06-11 10:55:00+08:00,28900.0,28900.0,1.0,28882.75,5.0,28882.75,0.0,-0.059706400266515525,True,False,False,False,True
2026-06-11 11:02:00+08:00,28900.0,28900.0,1.0,28923.0,5.0,28923.0,0.0,0.07955311900108952,True,False,False,False,True
2026-06-11 11:21:00+08:00,28901.0,28901.0,4.0,28861.25,5.0,28861.25,0.0,-0.13763314275326877,True,False,False,False,True
2026-06-11 11:22:00+08:00,28907.0,28907.0,6.0,28874.75,5.0,28874.75,0.0,-0.11162694103241941,True,False,False,False,True
2026-06-11 11:59:00+08:00,29046.0,29046.0,1.0,29016.25,5.0,29016.25,0.0,-0.10247622164142796,True,False,False,False,True
2026-06-11 12:06:00+08:00,29043.0,29043.0,3.0,29013.25,5.0,29013.25,0.0,-0.10248681235870384,True,False,False,False,True
2026-06-11 12:07:00+08:00,29046.0,29046.0,2.0,29013.25,5.0,29013.25,0.0,-0.11281578732071117,True,False,False,False,True
2026-06-11 12:23:00+08:00,29039.0,29039.0,2.0,29007.75,5.0,29007.75,0.0,-0.10767183347904921,True,False,False,False,True
2026-06-11 12:40:00+08:00,29080.0,29080.0,1.0,29054.25,5.0,29054.25,0.0,-0.08858805265398625,True,False,False,False,True
2026-06-11 13:28:00+08:00,29030.0,29030.0,1.0,29000.0,5.0,29000.0,0.0,-0.1033947957952783,True,False,False,False,True
2026-06-11 13:42:00+08:00,29041.0,29041.0,2.0,29028.75,5.0,29028.75,0.0,-0.042190641426904714,True,False,False,False,True
2026-06-12 10:50:00+08:00,29871.0,29871.0,8.0,29835.25,5.0,29835.25,0.0,-0.11975295718622421,True,False,True,False,False
2026-06-12 11:10:00+08:00,29879.0,29879.0,1.0,29822.25,5.0,29822.25,0.0,-0.19011327233516886,True,False,True,False,False
2026-06-12 11:11:00+08:00,29879.0,29879.0,1.0,29814.25,5.0,29814.25,0.0,-0.2169424516172264,True,False,True,False,False
2026-06-12 11:47:00+08:00,29840.0,29840.0,1.0,29794.0,5.0,29794.0,0.0,-0.15427440721735922,True,False,True,True,False
2026-06-15 09:10:00+08:00,30482.0,30482.0,1.0,30442.75,5.0,30442.75,0.0,-0.12884747167612506,True,False,False,False,True
2026-06-15 09:11:00+08:00,30481.0,30481.0,1.0,30444.75,5.0,30444.75,0.0,-0.11899730409555893,True,False,False,False,True
2026-06-15 09:13:00+08:00,30470.0,30470.0,1.0,30456.25,5.0,30456.25,0.0,-0.045136538027533285,True,False,False,False,True
2026-06-15 09:14:00+08:00,30500.0,30500.0,2.0,30462.0,5.0,30462.0,0.0,-0.12466782585873167,True,False,False,False,True
2026-06-15 09:17:00+08:00,30526.0,30526.0,1.0,30455.75,5.0,30455.75,0.0,-0.23039679904233645,True,False,False,False,True
2026-06-15 09:19:00+08:00,30500.0,30500.0,2.0,30438.25,5.0,30438.25,0.0,-0.20266417233839173,True,False,False,False,True
2026-06-15 09:21:00+08:00,30509.0,30509.0,1.0,30444.25,5.0,30444.25,0.0,-0.2124579083149791,True,False,False,False,True
2026-06-15 09:26:00+08:00,30505.0,30505.0,1.0,30454.75,5.0,30454.75,0.0,-0.16486288083530526,True,False,False,False,True
2026-06-15 09:37:00+08:00,30538.0,30538.0,1.0,30475.25,5.0,30475.25,0.0,-0.2056930256952383,True,False,False,False,True
2026-06-15 09:53:00+08:00,30525.0,30525.0,1.0,30474.25,5.0,30474.25,0.0,-0.16639548846912053,True,False,False,False,True
2026-06-15 10:25:00+08:00,30549.0,30549.0,1.0,30496.0,5.0,30496.0,0.0,-0.17364239495454173,True,False,False,False,True
2026-06-15 11:29:00+08:00,30550.0,30550.0,14.0,30505.25,5.0,30505.25,0.0,-0.1465885407069826,True,False,False,False,True
2026-06-15 11:30:00+08:00,30550.0,30550.0,23.0,30501.25,5.0,30501.25,0.0,-0.15970188980569602,True,False,False,False,True
2026-06-15 11:31:00+08:00,30546.0,30546.0,2.0,30506.25,5.0,30506.25,0.0,-0.13021633109344863,True,False,False,False,True
2026-06-15 11:53:00+08:00,30530.0,30530.0,1.0,30488.25,5.0,30488.25,0.0,-0.13684430477766898,True,False,False,False,True
2026-06-15 12:22:00+08:00,30538.0,30538.0,1.0,30495.75,5.0,30495.75,0.0,-0.13844798984168594,True,False,False,False,True
2026-06-15 12:25:00+08:00,30548.0,30548.0,3.0,30503.25,5.0,30503.25,0.0,-0.1465981450011261,True,False,False,False,True
2026-06-15 12:26:00+08:00,30545.0,30545.0,4.0,30504.0,5.0,30504.0,0.0,-0.1343183344526528,True,False,False,False,True
2026-06-15 12:44:00+08:00,30562.0,30562.0,1.0,30525.25,5.0,30525.25,0.0,-0.12031970664909616,True,False,False,False,True
2026-06-15 13:22:00+08:00,30591.0,30591.0,5.0,30543.75,5.0,30543.75,0.0,-0.1545765706083692,True,False,False,False,True
2026-06-15 13:23:00+08:00,30585.0,30585.0,5.0,30540.5,5.0,30540.5,0.0,-0.1456020809645729,True,False,False,False,True
2026-06-15 13:24:00+08:00,30579.0,30579.0,5.0,30534.75,5.0,30534.75,0.0,-0.1448119285758115,True,False,False,False,True
2026-06-15 13:25:00+08:00,30575.0,30575.0,6.0,30532.25,5.0,30532.25,0.0,-0.139917931178379,True,False,False,False,True
2026-06-15 13:26:00+08:00,30576.0,30576.0,1.0,30537.5,5.0,30537.5,0.0,-0.12599507473798752,True,False,False,False,True
2026-06-16 08:52:00+08:00,30850.0,30850.0,1.0,30782.0,5.0,30782.0,0.0,-0.22066458982346834,True,False,False,False,True
2026-06-16 11:53:00+08:00,30876.0,30876.0,2.0,30827.25,5.0,30827.25,0.0,-0.15801436715245953,True,False,False,False,True
2026-06-16 12:22:00+08:00,30877.0,30877.0,5.0,30828.25,5.0,30828.25,0.0,-0.1580092455666252,True,False,False,False,True
2026-06-16 12:23:00+08:00,30873.0,30873.0,1.0,30831.25,5.0,30831.25,0.0,-0.1353229315646815,True,False,False,False,True
2026-06-16 12:24:00+08:00,30879.0,30879.0,20.0,30827.0,5.0,30827.0,0.0,-0.16854114672803294,True,False,False,False,True
2026-06-16 12:37:00+08:00,30875.0,30875.0,10.0,30823.5,5.0,30823.5,0.0,-0.16694084945339027,True,False,False,False,True
2026-06-16 12:39:00+08:00,30900.0,30900.0,10.0,30829.25,5.0,30829.25,0.0,-0.22922682520847087,True,False,False,False,True
2026-06-16 12:40:00+08:00,30905.0,30905.0,10.0,30830.25,5.0,30830.25,0.0,-0.24216310778688027,True,False,False,False,True
