rank,rank_sharpe,ma_window,entry_z,exit_z,zscore_valid_rows,sharpe_ratio,daily_return_count,daily_return_mean,daily_return_std,return_over_max_dd,sharpe_rank_eligible,trade_count,winning_trades,losing_trades,win_rate,gross_pnl_twd,net_pnl_twd,return_pct,max_drawdown_twd,max_drawdown_pct,profit_factor,avg_trade_pnl_twd,exposure_minutes,exposure_ratio,total_fee_twd,start,end,rank_net_pnl,rank_return_over_max_dd
21,21,498,3.0,0.0,29412,5.641601002333136,38,0.0009764204720712838,0.002747481514270007,3.0039652084701842,True,36,28,8,0.7777777777777778,136378.5045106944,75275.17710085589,0.03763758855042793,-25726.852331269998,-0.012529302418118038,2.6397622588441134,2090.9771416904414,8317,0.1287879960978027,61103.32740983851,2026-05-08 17:25:00+08:00,2026-06-22 13:44:00+08:00,42,33
22,22,997,1.5,1.0,28913,5.540593871075821,38,0.002310102218014768,0.006618737392660432,3.093178067044146,True,41,32,9,0.7804878048780488,251137.8549046587,181533.54331844684,0.09076677165922337,-61838.72563407291,-0.029344179252493042,3.3719836724070884,4427.6473980108985,33819,0.5236841697765527,69604.31158621186,2026-05-08 17:25:00+08:00,2026-06-22 13:44:00+08:00,10,32
23,23,249,2.0,1.0,29661,5.418311745214395,38,0.001999064119538447,0.00585683522529959,3.5785270285774877,True,129,90,39,0.6976744186046512,376321.2124103147,156323.3840041577,0.07816169200207874,-46811.31842761417,-0.021841861575417263,1.8177700653151736,1211.809178326804,28973,0.448644296133418,219997.82840615703,2026-05-08 17:25:00+08:00,2026-06-22 13:44:00+08:00,19,22
24,24,498,3.0,0.5,29412,5.397201393918455,38,0.0012120876779293638,0.003565050472217345,3.129034783529295,True,34,26,8,0.7647058823529411,151447.4693440011,93724.60730844692,0.04686230365422345,-30863.848733709427,-0.014976600420327257,3.427876965917438,2756.6060973072626,11387,0.17632666966041594,57722.86203555415,2026-05-08 17:25:00+08:00,2026-06-22 13:44:00+08:00,40,31
25,25,997,2.0,0.5,28913,5.283470531184694,38,0.001425384438167596,0.004282654051492222,2.3532092442602655,True,33,27,6,0.8181818181818182,167425.96425959317,110520.87236848305,0.05526043618424144,-49130.816901593,-0.023483009986905192,3.180509462157736,3349.117344499486,25783,0.3992474333761749,56905.09189111011,2026-05-08 17:25:00+08:00,2026-06-22 13:44:00+08:00,36,39
26,26,498,1.5,0.0,29412,5.267393440634999,38,0.0016721300802757303,0.00503935056534534,2.7898857746833094,True,134,92,42,0.6865671641791045,359235.794866716,130096.36153626526,0.06504818076813268,-48346.41497417912,-0.023315714700010093,1.887298447599852,970.8683696736214,21261,0.3292246705585407,229139.43333045073,2026-05-08 17:25:00+08:00,2026-06-22 13:44:00+08:00,29,34
27,27,249,2.5,1.0,29661,4.8817438427062285,38,0.0014100347346327334,0.004585166327448778,2.6621023451997226,True,93,70,23,0.7526881720430108,267262.0169809155,109188.01612894009,0.05459400806447002,-42868.524222587,-0.020507854689701698,1.7521826092994834,1174.0646895584955,20842,0.32273649328729154,158074.00085197543,2026-05-08 17:25:00+08:00,2026-06-22 13:44:00+08:00,37,35
28,28,997,1.5,0.5,28913,4.842001451980883,38,0.0017288527350595541,0.005668045872084731,2.401413652695642,True,44,34,10,0.7727272727272727,209381.92414283642,134423.71710623815,0.06721185855311901,-58304.96125791385,-0.02798845524912884,2.9864948320133626,3055.0844796872307,30002,0.4645782684773688,74958.2070365983,2026-05-08 17:25:00+08:00,2026-06-22 13:44:00+08:00,27,38
29,29,249,1.5,1.0,29661,4.596870247775495,38,0.002058319994038029,0.0071080572597652415,3.1429848571397416,True,156,109,47,0.6987179487179487,426548.65582904674,160535.12365003437,0.08026756182501721,-54507.890314393444,-0.02553864096502976,1.6749100316069092,1029.0713054489383,33115,0.5127827931680577,266013.5321790123,2026-05-08 17:25:00+08:00,2026-06-22 13:44:00+08:00,16,29
30,30,249,3.0,1.0,29661,3.7789903370868982,38,0.0009092856142659533,0.0038196609011667826,1.8997082009812853,True,64,45,19,0.703125,178473.60756456343,69722.62120427129,0.034861310602135605,-37752.30671671615,-0.01835087651047048,1.523967578889689,1089.4159563167389,15534,0.2405425912448319,108750.98636029215,2026-05-08 17:25:00+08:00,2026-06-22 13:44:00+08:00,43,40
31,31,249,2.0,0.5,29661,3.5608242283490377,38,0.0012559854940978829,0.0055993080049811204,1.7592314323037874,True,145,94,51,0.6482758620689655,343224.8043571819,96495.85434387838,0.04824792717193917,-57738.193481480004,-0.02742557135234702,1.4511953050248427,665.4886506474371,23948,0.3708326236082937,246728.95001330355,2026-05-08 17:25:00+08:00,2026-06-22 13:44:00+08:00,39,41
32,32,249,2.0,0.0,29661,3.0715915635392337,38,0.0010038174747438002,0.005187899520363491,1.3287828413678087,True,172,114,58,0.6627906976744186,369644.60569857166,76690.37016544765,0.03834518508272385,-59579.02189325355,-0.028857375252718108,1.3487664646084523,445.87424514795146,19158,0.2966599049226529,292954.23553312395,2026-05-08 17:25:00+08:00,2026-06-22 13:44:00+08:00,41,43
33,33,249,1.5,0.5,29661,3.028260806276677,38,0.0013683558269891871,0.0071730860481151225,1.6666824459104759,True,194,124,70,0.6391752577319587,435602.9498171657,104683.78851526475,0.05234189425763232,-65955.12997540552,-0.03140483922781041,1.3920802100529563,539.6071572951791,28795,0.44588798216138376,330919.1613019009,2026-05-08 17:25:00+08:00,2026-06-22 13:44:00+08:00,38,42
34,34,249,2.5,0.5,29661,2.9508795492147737,38,0.0008006681830826733,0.004307262685152397,1.1978023696322817,True,99,69,30,0.696969696969697,229178.48243627176,61054.05224548331,0.030527026122741635,-52534.23806970916,-0.02548586218953069,1.3783811275242672,616.7075984392254,17504,0.2710478638566717,168124.43019078844,2026-05-08 17:25:00+08:00,2026-06-22 13:44:00+08:00,44,44
35,35,249,2.5,0.0,29661,2.7717756037896524,38,0.0007427421036255155,0.0042538311364671575,1.1636832457298574,True,110,74,36,0.6727272727272727,243373.46579741908,56542.105579631374,0.0282710527898157,-49638.95956897107,-0.024294457184595976,1.3568736366023468,514.0191416330125,14387,0.22278139952616174,186831.3602177877,2026-05-08 17:25:00+08:00,2026-06-22 13:44:00+08:00,45,45
36,36,249,3.0,0.0,29661,2.0392686701417166,38,0.000529051772563656,0.0041183570601829485,0.9968868112193424,True,73,50,23,0.684931506849315,164097.30149784253,39963.917607251424,0.01998195880362566,-40370.32449449226,-0.020044360682417616,1.3029861989317317,547.4509261267318,10113,0.1565988943774292,124133.38389059113,2026-05-08 17:25:00+08:00,2026-06-22 13:44:00+08:00,47,46
37,37,249,3.0,0.5,29661,1.7446422706985343,38,0.0003843970373341662,0.003497630371258902,0.8076901008554092,True,65,45,20,0.6923076923076923,139378.7571641155,28963.352343925577,0.014481676171962754,-36231.17937568645,-0.01792974329712038,1.2068468504302619,445.5900360603935,12703,0.1967048111615231,110415.40482018993,2026-05-08 17:25:00+08:00,2026-06-22 13:44:00+08:00,48,47
38,38,249,1.5,0.0,29661,1.518364741101616,38,0.0005903457914099735,0.0061720669980963585,0.7020539022667349,True,270,168,102,0.6222222222222222,504937.11794741807,43923.51031977375,0.021961755159886902,-64338.66503261612,-0.0312821495457522,1.1424425028971852,162.67966785101387,24299,0.376267827002586,461013.6076276443,2026-05-08 17:25:00+08:00,2026-06-22 13:44:00+08:00,46,48
39,39,1994,2.5,1.0,27916,7.109894076333028,38,0.0023705955206009296,0.005292911094845944,5.300289288390783,False,14,13,1,0.9285714285714286,211400.62758875664,187171.6032454232,0.09358580162271159,-36967.38035328849,-0.01765673466685912,218.75852299928266,13369.400231815944,18939,0.29326870964245344,24229.024343333433,2026-05-08 17:25:00+08:00,2026-06-22 13:44:00+08:00,8,7
40,40,1994,3.0,1.0,27916,7.077076181421789,38,0.0022116004796127685,0.004960815499355856,4.957147744302427,False,11,10,1,0.9090909090909091,193412.79315961993,174164.64877885627,0.08708232438942813,-36701.27431812603,-0.017567022183173284,22985.573717521387,15833.149888986933,14496,0.22446925471128384,19248.14438076369,2026-05-08 17:25:00+08:00,2026-06-22 13:44:00+08:00,11,11
41,41,1994,3.0,0.5,27916,6.859363751906765,38,0.0018968965282672532,0.004389955096247975,4.2221298665963,False,12,11,1,0.9166666666666666,169834.92866102819,148580.2442468498,0.0742901221234249,-36701.27431812603,-0.017595413800787326,19609.190300405226,12381.687020570816,13019,0.20159804270738166,21254.684414178384,2026-05-08 17:25:00+08:00,2026-06-22 13:44:00+08:00,21,16
42,42,1994,2.5,0.5,27916,6.474542535753009,38,0.0019089951646450267,0.004680540530965679,4.204019537871782,False,15,14,1,0.9333333333333333,175701.68056626923,149460.70796271146,0.07473035398135568,-36967.38035328849,-0.01777592927629131,174.8850469198137,9964.047197514097,17374,0.26903482556248937,26240.9726035578,2026-05-08 17:25:00+08:00,2026-06-22 13:44:00+08:00,20,17
43,43,1994,3.0,0.0,27916,6.457122348492569,38,0.0015397931872656063,0.0037855034711498383,3.3949034930620976,False,12,12,0,1.0,141130.46575334397,119861.84588903657,0.059930922944518274,-36701.27431812603,-0.01765320371167972,,9988.487157419715,10356,0.1603617274965546,21268.619864307395,2026-05-08 17:25:00+08:00,2026-06-22 13:44:00+08:00,33,25
44,44,997,3.0,1.0,28913,6.414962852447178,38,0.0018079002597397762,0.004473841478900361,3.8960835737749635,False,19,16,3,0.8421052631578947,173852.48341694506,141308.85794225926,0.0706544289711297,-37784.87636439479,-0.01813473136118375,5.34318653590886,7437.308312750487,19369,0.29992722092321034,32543.625474685792,2026-05-08 17:25:00+08:00,2026-06-22 13:44:00+08:00,25,19
45,45,1994,2.5,0.0,27916,5.855795140813415,38,0.0015242595836805178,0.004132123848204132,3.3197639399361307,False,15,14,1,0.9333333333333333,144757.253528335,118504.43393969069,0.05925221696984535,-36967.38035328849,-0.01784832236324168,23.18873332505071,7900.295595979379,13616,0.21084253395066507,26252.819588644295,2026-05-08 17:25:00+08:00,2026-06-22 13:44:00+08:00,34,28
46,46,997,3.0,0.5,28913,5.815191182231124,38,0.0014282688596192487,0.0038989372037538275,2.634317697994771,False,19,17,2,0.8947368421052632,143434.24896815768,110874.73398538952,0.05543736699269479,-43610.3064988642,-0.021044298125049012,4.476904099013189,5835.512315020501,16116,0.2495548088387866,32559.514982768174,2026-05-08 17:25:00+08:00,2026-06-22 13:44:00+08:00,35,36
47,47,1994,2.0,1.0,27916,5.7108975058288936,38,0.002001005275184355,0.005562168459366628,3.35609691605697,False,17,14,3,0.8235294117647058,185879.34215879772,156616.84524155295,0.07830842262077657,-48738.21403936762,-0.023333182735610632,8.69929617912354,9212.755602444291,24122,0.373526997940507,29262.496917244753,2026-05-08 17:25:00+08:00,2026-06-22 13:44:00+08:00,18,27
48,48,1994,2.0,0.5,27916,4.632727858414506,38,0.0016751021644663016,0.005739906012075506,2.595291921027192,False,19,15,4,0.7894736842105263,163013.53547085603,130045.77313259765,0.06502288656629879,-51889.70925108809,-0.02505417060773778,6.362380143426652,6844.514375399876,21799,0.3375555521144645,32967.76233825841,2026-05-08 17:25:00+08:00,2026-06-22 13:44:00+08:00,30,37
