ma_window,entry_z,exit_z,trade_count,contracts_median,net_0.0,sharpe_0.0,dd_0.0,net_0.5,sharpe_0.5,dd_0.5,net_1.0,sharpe_1.0,dd_1.0,net_1.5,sharpe_1.5,dd_1.5,net_2.0,sharpe_2.0,dd_2.0,survives_1t
1560,1.0,0.25,56,3.5,483851.2825593138,11.93132728988269,-0.019593916519167903,385851.2825593138,10.36099908067182,-0.02115303787663189,287851.2825593138,8.248908293601264,-0.024234905487006377,189851.2825593138,5.638499524783662,-0.029647631365455018,91851.28255931381,2.7412568823174754,-0.03920706224381818,True
1560,1.0,0.5,46,4.0,469999.8921933444,10.90356888929676,-0.021437030558060153,388999.8921933444,9.740664788176158,-0.022911438272678403,307999.8921933444,8.227305735157573,-0.02447390290169399,226999.89219334442,6.354490037372909,-0.026132555876123845,145999.89219334442,4.189000953675108,-0.03188666820881968,True
1560,1.25,0.0,51,3.0,415844.7151628048,11.31615939158227,-0.019924795460622532,326844.7151628048,9.652308532529954,-0.0208612863713426,237844.71516280482,7.536906045593175,-0.022616020541851335,148844.71516280482,4.974922474245894,-0.02879559585608322,59844.715162804816,2.074710894963919,-0.03912334514200315,True
1560,1.25,0.25,42,4.0,453254.78236598615,10.638658606943169,-0.019951045880426618,379254.78236598615,9.555317575928985,-0.02133952979401002,305254.78236598615,8.221492941837287,-0.022804656183003605,231254.78236598615,6.610272914752773,-0.024352951004399753,157254.78236598615,4.721090493506634,-0.027310912229852272,True
1560,1.25,0.5,38,4.0,463361.01976542687,10.764502775384985,-0.019787376369976302,396361.01976542687,9.880121172410808,-0.020519606401562085,329361.01976542687,8.770816967629505,-0.02189338435204645,262361.01976542687,7.407225999144391,-0.023335965143572966,195361.01976542687,5.782223485743025,-0.024947946156932927,True
1560,1.5,0.0,33,4.0,328888.31288312515,9.889649511560517,-0.02087907940645087,270888.31288312515,8.582598485650223,-0.021333934818071925,212888.31288312515,7.062476193990029,-0.02180904984352539,154888.31288312515,5.33503187758714,-0.025016790806919938,96888.31288312515,3.4319122891969327,-0.029760157831166142,True
1560,1.5,0.25,29,4.0,342653.7971293214,8.894333449855125,-0.02092337046980173,291653.7971293214,8.012554944183712,-0.021313703068046332,240653.79712932138,6.9816061385190356,-0.02171887609450282,189653.79712932138,5.787604401439851,-0.022180979296159975,138653.79712932138,4.426098842934834,-0.023538110644813825,True
1560,1.5,0.5,28,4.0,376584.4332571728,9.637119261858903,-0.020732058843159828,327084.4332571728,8.835116570977132,-0.021101292680278827,277584.4332571728,7.8919660430441,-0.02148391696066227,228084.43325717282,6.794572440747159,-0.021880673552747726,178584.43325717282,5.538795573811639,-0.0230056748519943,True
1560,1.75,0.0,29,3.0,357793.92517356854,11.20739019288993,-0.019498297950971716,307293.92517356854,10.108193813023776,-0.019851036627825374,256793.92517356854,8.854218282815618,-0.020216773052341246,206293.92517356854,7.434963287612113,-0.020596239122366498,155793.92517356854,5.84671119008137,-0.020990222737381985,True
1560,1.75,0.25,25,3.0,343929.7029579012,9.616579123522213,-0.019771949148600712,299929.7029579012,8.769077943596198,-0.020076700663427604,255929.70295790117,7.815032093768973,-0.02039099371448754,211929.70295790117,6.74655332839486,-0.020715283535564788,167929.70295790117,5.558960833713028,-0.021050054787834012,True
1560,1.75,0.5,25,3.0,382295.1819284484,10.458390919225682,-0.019574196328230688,338295.1819284484,9.630727424155802,-0.01987283623266583,294295.1819284484,8.701971276010184,-0.020180729908100905,250295.18192844838,7.66709292803896,-0.020498314234566068,206295.18192844838,6.524782841430736,-0.020826054032530125,True
1560,2.0,0.0,21,3.0,321404.14606824424,9.967778747764,-0.01955634506381164,285904.14606824424,9.278454656065048,-0.019832687908408208,250404.14606824424,8.489243970198089,-0.02011695247074023,214904.14606824424,7.592379256490109,-0.02040948433319843,179404.14606824424,6.583230578169725,-0.02071064947601767,True
1560,2.0,0.25,18,3.0,311950.79475156916,9.258627945418585,-0.019845103488106784,280950.79475156916,8.667714667088052,-0.020089522625982528,249950.79475156916,8.002778066466174,-0.020340037542341562,218950.79475156916,7.25941659877036,-0.02059687915852721,187950.79475156916,6.435273951053236,-0.020860290208785746,True
1560,2.0,0.5,18,3.0,341572.5087021496,9.905623602128726,-0.019664843192825472,310572.5087021496,9.377577669632911,-0.019904815354591314,279572.5087021496,8.778974495109859,-0.020150716681943945,248572.50870214961,8.103868298189294,-0.02040276966779714,217572.50870214961,7.347646606925357,-0.020661208078184147,True
1560,2.5,0.0,11,3.0,213614.53227232024,7.832651824534378,-0.020405954845999313,194614.53227232024,7.464361786471064,-0.02057056275078367,175614.53227232024,7.046345218278176,-0.02073784792426918,156614.53227232024,6.572250356440777,-0.02090787621872259,137614.53227232024,6.035626361522693,-0.021080715663938217,True
