rank,rank_sharpe,ma_window,entry_z,exit_z,zscore_valid_rows,sharpe_ratio,daily_return_count,daily_return_mean,daily_return_std,return_over_max_dd,sharpe_rank_eligible,trade_count,winning_trades,losing_trades,win_rate,gross_pnl_twd,net_pnl_twd,return_pct,max_drawdown_twd,max_drawdown_pct,profit_factor,avg_trade_pnl_twd,exposure_minutes,exposure_ratio,total_fee_twd,total_crossing_cost_twd,start,end,rank_net_pnl,rank_return_over_max_dd
45,45,780,1.0,0.0,10031,5.870940496472825,32,0.002186221225803274,0.005911350330927023,3.3188576439768176,True,38,29,9,0.7631578947368421,352056.2735406337,143612.30467979994,0.07180615233989991,-45263.77429921017,-0.02163580365377114,5.611387092376501,3779.271175784209,35470,0.6791246242508951,208443.96886083382,163016.38734679448,2026-07-06 21:30:00+08:00,2026-08-12 03:59:00+08:00,30,33
46,46,390,1.5,0.0,10031,5.856953825993989,32,0.001683958247154494,0.00456414874272728,3.2341815710535977,True,42,31,11,0.7380952380952381,344531.16271166474,109955.65874556924,0.05497782937278459,-34695.00234421459,-0.016998992840984647,3.8752726416696346,2617.9918748945056,27457,0.5257041107430738,234575.5039660955,182942.95669765575,2026-07-06 21:30:00+08:00,2026-08-12 03:59:00+08:00,57,38
47,47,780,2.5,0.0,10031,5.7295259927535325,32,0.001600797315779473,0.004435248153856566,2.4109816844031235,True,13,12,1,0.9230769230769231,177128.01309952085,104396.39796088159,0.052198198980440855,-45263.77429921017,-0.021650184784943044,10.645578199472608,8030.492150837045,11793,0.22579409906373854,72731.61513863929,56809.88553236697,2026-07-06 21:30:00+08:00,2026-08-12 03:59:00+08:00,59,62
48,48,780,2.5,-0.25,10031,5.713551173374697,32,0.0011582257660692138,0.00321800986402274,1.7359315248355622,True,13,11,2,0.8461538461538461,147744.51856118705,75140.49461617564,0.037570247308087765,-45263.77429921017,-0.021642701207149655,9.45809946490087,5780.038047398126,9070,0.17365831243179078,72604.02394501146,56695.579552569616,2026-07-06 21:30:00+08:00,2026-08-12 03:59:00+08:00,83,84
49,49,2500,1.5,0.0,10031,5.709002689238007,32,0.001878394584482728,0.0052230820741706084,2.851829512377649,True,11,10,1,0.9090909090909091,182500.91435002466,122892.17553367524,0.06144608776683756,-45263.77429920994,-0.021546199553706232,27.54653105731163,11172.01595760684,29299,0.5609718738631795,59608.73881634939,46705.402829640785,2026-07-06 21:30:00+08:00,2026-08-12 03:59:00+08:00,47,51
50,50,780,1.0,-0.25,10031,5.699008532558939,32,0.0018538874391246934,0.005163977307219033,2.8146928983844335,True,44,37,7,0.8409090909090909,363154.1312744619,121249.24977273363,0.060624624886366774,-45263.77429921017,-0.021538628573356568,4.7281474779017225,2755.664767562128,31650,0.6059851806467671,241904.88150172832,188991.35864648796,2026-07-06 21:30:00+08:00,2026-08-12 03:59:00+08:00,49,52
51,51,780,2.0,0.25,10031,5.698381500657282,32,0.0016520026310601274,0.004602136371359484,2.4842463579342695,True,17,15,2,0.8823529411764706,201379.95904483204,107792.69020838215,0.05389634510419099,-45263.77429921017,-0.02169524972112972,6.335666148926125,6340.746482846009,32876,0.6294587298244271,93587.26883644989,73145.88724165087,2026-07-06 21:30:00+08:00,2026-08-12 03:59:00+08:00,58,61
52,52,3900,0.75,0.25,10031,5.63924237145037,32,0.002243502296656111,0.006315475113612855,3.293969369285216,True,22,21,1,0.9545454545454546,265157.0766235931,147370.24839864433,0.07368512419932219,-47984.94747819728,-0.022369705342861673,37.76479873516189,6698.647654483833,47182,0.9033678607670068,117786.82822494881,92775.94315362969,2026-07-06 21:30:00+08:00,2026-08-12 03:59:00+08:00,28,34
53,53,3900,0.75,-0.25,10031,5.4689427309317775,32,0.0020572580328862833,0.005971530592473059,2.9608981246807757,True,32,26,6,0.8125,308521.20165591524,134778.28463470403,0.06738914231735212,-47984.94747819728,-0.022759696375780427,8.329608553968534,4211.821394834501,40625,0.7778245802140573,173742.91702121118,136544.97564041035,2026-07-06 21:30:00+08:00,2026-08-12 03:59:00+08:00,39,48
54,54,390,2.0,-0.25,10031,5.37914767471106,32,0.001454296516058863,0.004291802880365521,3.129755436681929,True,31,23,8,0.7419354838709677,264844.1461316467,94608.09069639561,0.04730404534819781,-31288.180757138878,-0.015114294488884444,3.95586716270483,3051.8738934321163,6805,0.13029160045185625,170236.05543525115,132960.69689347156,2026-07-06 21:30:00+08:00,2026-08-12 03:59:00+08:00,69,43
55,55,1560,1.0,-0.25,10031,4.96404645510165,32,0.0017713632851346153,0.005664636835781531,2.5302233164246184,True,30,23,7,0.7666666666666667,278435.62915130047,115489.66188260382,0.057744830941302006,-47834.28837250313,-0.02282202940999669,4.36143115928227,3849.655396086794,32971,0.6312776426889276,162945.96726869658,127577.29470844082,2026-07-06 21:30:00+08:00,2026-08-12 03:59:00+08:00,52,58
56,56,780,0.75,0.25,10031,4.9548752674609355,32,0.0019741942481565147,0.006324954803190658,2.987180922369905,True,38,26,12,0.6842105263157895,338521.6219936096,128981.34802285467,0.06449067401142744,-45263.77429921017,-0.021589142300849736,4.231481283037748,3394.2460006014385,44028,0.8429799536655881,209540.27397075493,163835.49200795245,2026-07-06 21:30:00+08:00,2026-08-12 03:59:00+08:00,42,47
57,57,1560,0.75,-0.25,10031,4.953785030345284,32,0.0019824754396299896,0.006352884061085876,2.6290532168183076,True,37,30,7,0.8108108108108109,330359.9242666916,129532.79521257218,0.06476639760628598,-51807.25494045601,-0.024634875091903458,4.691714988776918,3500.8863570965455,35433,0.6784162055563001,200827.1290541194,157332.1930843027,2026-07-06 21:30:00+08:00,2026-08-12 03:59:00+08:00,41,56
58,58,3900,1.0,0.5,10031,4.943647009131804,32,0.002111140688722781,0.006779068045974053,3.256332020682224,True,14,13,1,0.9285714285714286,213637.71072478464,138108.75421974884,0.06905437710987451,-45944.39198258892,-0.021206184342162735,30.833537548340736,9864.911015696345,46351,0.8874571598154282,75528.9565050358,59604.43083812246,2026-07-06 21:30:00+08:00,2026-08-12 03:59:00+08:00,35,36
59,59,3900,1.5,0.25,10031,4.907115008674558,32,0.001989330034640368,0.006435478937810627,2.996166935827135,True,10,9,1,0.9,184575.87079805715,129959.72475538547,0.06497986237769271,-45663.39971713442,-0.02168766419543779,44.94309187220416,12995.972475538547,38342,0.734113232112428,54616.14604267169,42740.61730020274,2026-07-06 21:30:00+08:00,2026-08-12 03:59:00+08:00,40,46
60,60,780,2.0,0.5,10031,4.8047687499326175,32,0.0017411230476693865,0.005752508175750176,2.623121012249597,True,15,14,1,0.9333333333333333,196087.6712714356,113413.26081313594,0.05670663040656806,-45263.77429921017,-0.02161800013867308,11.318242789018354,7560.884054209063,36565,0.7000899883206647,82674.41045829964,64543.8058708049,2026-07-06 21:30:00+08:00,2026-08-12 03:59:00+08:00,53,57
61,61,390,2.5,-0.25,10031,4.612761125452211,32,0.001172200279242839,0.004034048598603267,2.5066188097664885,True,24,17,7,0.7083333333333334,207677.24030105787,75877.99285954867,0.03793899642977433,-31288.180757138878,-0.01513552690259619,4.43444205436437,3161.583035814528,5121,0.09804897662218308,131799.2474415092,102877.32871582102,2026-07-06 21:30:00+08:00,2026-08-12 03:59:00+08:00,82,60
62,62,780,2.5,0.25,10031,4.5443629514964075,32,0.0013328739113294026,0.004656035976029161,1.9860338176544363,True,12,11,1,0.9166666666666666,153195.36710715425,86392.40830341376,0.043196204151706885,-45263.77429921017,-0.02174998419851826,8.982121475528228,7199.367358617813,16022,0.3067644412108216,66802.95880374049,52168.656137795,2026-07-06 21:30:00+08:00,2026-08-12 03:59:00+08:00,74,75
63,63,3900,0.75,0.5,10031,4.449355983249547,32,0.0018120227203579989,0.006464973590939283,2.6345561870613734,True,17,15,2,0.8823529411764706,208090.26622835154,117919.24259579765,0.05895962129789894,-47984.94747819728,-0.022379337205809778,6.657234818065478,6936.42603504692,48003,0.9190870972065328,90171.02363255389,71206.99035136335,2026-07-06 21:30:00+08:00,2026-08-12 03:59:00+08:00,51,55
64,64,390,0.75,0.5,10031,4.252327611522555,32,0.0014930296886333586,0.0055736795708631135,1.9727199149868537,True,58,38,20,0.6551724137931034,419701.086643008,96792.7325365588,0.04839636626827938,-50165.348815676756,-0.024532811728928024,2.023739008824252,1668.8402161475656,47106,0.9019127304754064,322908.35410644923,251879.64001789762,2026-07-06 21:30:00+08:00,2026-08-12 03:59:00+08:00,67,76
65,65,780,0.75,-0.25,10031,4.067889144376419,32,0.0014832736735955546,0.005788318895574934,2.2048785773907302,True,56,40,16,0.7142857142857143,404166.6480298204,96063.01383500875,0.04803150691750436,-45263.77429921017,-0.021784195923543873,2.33517486489557,1715.4109613394419,35328,0.6764058281797469,308103.63419481163,240627.6793640316,2026-07-06 21:30:00+08:00,2026-08-12 03:59:00+08:00,68,69
66,66,780,0.75,0.0,10031,4.062548810118318,32,0.0014974508478252067,0.0058513254546319225,2.209491392901895,True,44,29,15,0.6590909090909091,339533.3189824057,96990.01192729778,0.048495005963648904,-45263.77429921017,-0.0219484928157863,2.7705140995194157,2204.318452893131,38115,0.7297669876888319,242543.3070551079,189568.684496267,2026-07-06 21:30:00+08:00,2026-08-12 03:59:00+08:00,66,68
67,67,780,2.5,0.5,10031,4.021359746357957,32,0.00151118496831016,0.005965474162994931,2.264123724477164,True,11,10,1,0.9090909090909091,159364.5144664298,97863.5975387212,0.04893179876936064,-45263.77429921017,-0.0216118042668627,10.041988051112249,8896.69068533829,23797,0.4556280993317888,61500.91692770862,47926.64236214128,2026-07-06 21:30:00+08:00,2026-08-12 03:59:00+08:00,63,67
68,68,3900,1.5,0.5,10031,3.5405183170948793,32,0.0014031302967389171,0.0062911700881765915,2.0852479567307878,True,8,7,1,0.875,134014.73452722927,90498.84519637133,0.045249422598185714,-45944.39198258892,-0.021699780331700648,31.60024231566965,11312.355649546416,39059,0.7478412376266059,43515.88933085794,34129.220304321294,2026-07-06 21:30:00+08:00,2026-08-12 03:59:00+08:00,72,72
