rank,rank_sharpe,ma_window,entry_z,exit_z,zscore_valid_rows,sharpe_ratio,daily_return_count,daily_return_mean,daily_return_std,return_over_max_dd,sharpe_rank_eligible,trade_count,winning_trades,losing_trades,win_rate,gross_pnl_twd,net_pnl_twd,return_pct,max_drawdown_twd,max_drawdown_pct,profit_factor,avg_trade_pnl_twd,exposure_minutes,exposure_ratio,total_fee_twd,total_crossing_cost_twd,start,end,rank_net_pnl,rank_return_over_max_dd
29,29,1560,1.0,0.5,7151,5.496023621243335,23,0.002484420582429384,0.0071759069460237005,2.38423658647623,True,15,13,2,0.8666666666666667,199234.8731296344,116273.87414018996,0.05813693707009498,-50179.67810132331,-0.02438387926762678,6.337860887473988,7751.591609345997,33099,0.878446880225059,82960.99898944443,64321.25981936484,2026-07-17 00:00:00+08:00,2026-08-12 03:59:00+08:00,10,21
30,30,390,0.75,0.5,7151,5.491016116027587,23,0.0018974117667362625,0.005485410601675925,1.7951070566129315,True,48,32,16,0.6666666666666666,359600.17273967515,88439.33376576673,0.04421966688288329,-50165.34881567699,-0.024633442735342174,2.2932414824072986,1842.4861201201402,33855,0.8985111069826693,271160.83897390845,210589.11646517165,2026-07-17 00:00:00+08:00,2026-08-12 03:59:00+08:00,33,44
31,31,1560,0.75,0.25,7151,5.480237573758804,23,0.0024296473683991142,0.007037916831723298,2.3449915170276636,True,18,15,3,0.8333333333333334,213182.60933611702,113662.08431959814,0.05683104215979902,-49966.040086061694,-0.024235073665355433,6.19294967736468,6314.560239977674,32992,0.8756071020993126,99520.52501651892,77156.95681404922,2026-07-17 00:00:00+08:00,2026-08-12 03:59:00+08:00,12,24
32,32,1560,1.5,-0.25,7151,5.438841083579965,23,0.0017046684829123005,0.004975466799953317,1.7992258772601804,True,11,10,1,0.9090909090909091,141410.50477927784,79339.53636256242,0.039669768181281165,-45263.77429921017,-0.022048242348364493,15.16538660938585,7212.685123869311,22699,0.6024310623954988,62070.9684167154,48110.343217140704,2026-07-17 00:00:00+08:00,2026-08-12 03:59:00+08:00,42,43
33,33,2500,0.75,0.25,7151,5.4063199362577725,23,0.0024007215405409304,0.007049207858516558,2.5676760235386915,True,14,12,2,0.8571428571428571,191440.50968088585,112254.86602885775,0.05612743301442894,-45263.77429921017,-0.02185923477101128,19.13517344314214,8018.204716346982,27837,0.738793492396295,79185.64365202811,61443.38546252081,2026-07-17 00:00:00+08:00,2026-08-12 03:59:00+08:00,14,14
34,34,3900,1.5,0.0,7151,5.371593913977691,23,0.0019578128030720856,0.005785864538718953,2.0640996746066658,True,7,6,1,0.8571428571428571,130804.22543541693,91260.58379520093,0.04563029189760052,-45263.77429921017,-0.022106631990190015,31.857807875261113,13037.226256457276,23982,0.6364818599219725,39543.64164021601,30598.348258269318,2026-07-17 00:00:00+08:00,2026-08-12 03:59:00+08:00,27,31
35,35,780,1.0,0.25,7151,5.346439279320273,23,0.002149414219741261,0.0063819845614604825,2.2718036880943533,True,25,21,4,0.84,240689.16555373344,100314.53656499524,0.05015726828249754,-45263.77429921017,-0.022078170110099053,5.118645804896564,4012.5814625998096,28422,0.7543193821492078,140374.6289887382,109094.1590815393,2026-07-17 00:00:00+08:00,2026-08-12 03:59:00+08:00,22,27
36,36,780,0.75,0.5,7151,5.186729206127629,23,0.0022165484861646273,0.00678397020192998,2.3547852713177786,True,26,21,5,0.8076923076923077,248907.0421323918,103431.38540494783,0.05171569270247384,-45263.77429921017,-0.021961956927619493,6.718429436356849,3978.130207882609,29987,0.7958544547360599,145475.65672744397,113001.99817606498,2026-07-17 00:00:00+08:00,2026-08-12 03:59:00+08:00,18,23
37,37,2500,0.75,0.0,7151,5.142191436697673,23,0.002276236513387911,0.007026991290067638,2.410007965681372,True,17,14,3,0.8235294117647058,202344.46282197835,106236.63506413446,0.05311831753206719,-45263.77429921017,-0.02204072280609631,12.971471381592897,6249.213827302027,24931,0.6616683032989198,96107.82775784386,74593.22886594008,2026-07-17 00:00:00+08:00,2026-08-12 03:59:00+08:00,17,20
38,38,780,1.0,0.0,7151,5.07588461317903,23,0.0018647590250374078,0.005831915827049044,1.9511710403407692,True,28,19,9,0.6785714285714286,243659.89115870645,86787.61913168596,0.04339380956584297,-45263.77429921017,-0.022239879881706476,3.771833779899432,3099.5578261316414,28025,0.743783009103214,156872.27202702055,121875.31242404046,2026-07-17 00:00:00+08:00,2026-08-12 03:59:00+08:00,34,37
