rank,rank_sharpe,ma_window,entry_z,exit_z,zscore_valid_rows,sharpe_ratio,daily_return_count,daily_return_mean,daily_return_std,return_over_max_dd,sharpe_rank_eligible,trade_count,winning_trades,losing_trades,win_rate,gross_pnl_twd,net_pnl_twd,return_pct,max_drawdown_twd,max_drawdown_pct,profit_factor,avg_trade_pnl_twd,exposure_minutes,exposure_ratio,total_fee_twd,start,end,rank_net_pnl,rank_return_over_max_dd
1,1,390,1.5,0.0,2184,10.534980635432927,35,0.0022289557916231216,0.003358675015399994,6.839676131526349,True,16,14,2,0.875,179606.72301875718,161674.55567801648,0.08083727783900825,-24436.443503926275,-0.011818875087725613,68.32596778288337,10104.65972987603,17235,0.28316766614638955,17932.167340740732,2026-06-05 21:30:00+08:00,2026-07-18 03:55:00+08:00,3,2
2,2,500,1.5,0.0,2184,10.058681244782766,35,0.0024981358926558428,0.003942532516361363,7.958872077167004,True,15,13,2,0.8666666666666667,198550.68772784751,181931.44608183278,0.09096572304091649,-23644.551939440193,-0.011429474196712575,28.409575733517933,12128.763072122185,20350,0.3343465045592705,16619.241646014776,2026-06-05 21:30:00+08:00,2026-07-18 03:55:00+08:00,1,1
3,3,390,2.0,0.0,2184,8.095246725332828,35,0.0018703556420059783,0.0036677048099167746,5.60969334102554,True,10,9,1,0.9,145963.8687999257,134689.66440916638,0.06734483220458311,-24436.443503926275,-0.012005082650787362,72.44763635389145,13468.966440916638,11530,0.1894356362441469,11274.204390759298,2026-06-05 21:30:00+08:00,2026-07-18 03:55:00+08:00,9,4
4,4,750,1.5,1.0,2184,7.274335228897671,35,0.0022372067763652905,0.0048821721095644475,4.6582220189064785,True,10,9,1,0.9,172810.07040159687,161839.15474387936,0.08091957737193978,-35123.41089655063,-0.0173713440543428,27.438706182814535,16183.915474387937,25115,0.41263451901749776,10970.91565771752,2026-06-05 21:30:00+08:00,2026-07-18 03:55:00+08:00,2,9
5,5,390,1.5,0.5,2184,7.064339729033598,35,0.001937666215960105,0.0043541928570159484,4.736719192878369,True,12,10,2,0.8333333333333334,152970.62200975764,139514.47158629418,0.06975723579314701,-30365.045836541336,-0.014726909692689114,22.594569740778503,11626.205965524516,22330,0.36687751581368605,13456.150423463476,2026-06-05 21:30:00+08:00,2026-07-18 03:55:00+08:00,7,8
6,6,390,1.5,1.0,2184,7.026714315784543,35,0.002049118333118246,0.004629296657923491,5.0328204852609355,True,12,10,2,0.8333333333333334,161201.37822601738,147770.86492901042,0.07388543246450531,-30365.045836541336,-0.014680720816664413,23.872525065551425,12314.238744084201,22975,0.37747473917686686,13430.513297006974,2026-06-05 21:30:00+08:00,2026-07-18 03:55:00+08:00,4,6
7,7,750,1.5,0.5,2184,6.75111035229683,35,0.001942554160917046,0.00456770659923671,4.024209224416949,True,10,9,1,0.9,150784.96027514638,139811.8459680136,0.06990592298400682,-35123.41089655063,-0.0173713440543428,23.84023493742964,13981.18459680136,21760,0.3575125277252937,10973.11430713276,2026-06-05 21:30:00+08:00,2026-07-18 03:55:00+08:00,6,13
8,8,500,1.5,1.0,2184,6.687069576596047,35,0.002014120890025728,0.004781343688193592,4.163924922854325,True,11,9,2,0.8181818181818182,157326.06964887315,145095.13549070663,0.07254756774535333,-35345.46010226011,-0.01742288083705956,23.458365693366403,13190.46686279151,26555,0.4362934362934363,12230.934158166501,2026-06-05 21:30:00+08:00,2026-07-18 03:55:00+08:00,5,11
9,9,750,1.5,0.0,2184,6.539319579630723,35,0.001765759463692402,0.004286464693336822,3.6475665188235404,True,11,10,1,0.9090909090909091,138729.28280393238,126726.26591917047,0.06336313295958518,-35123.41089655063,-0.0173713440543428,21.70252106534117,11520.569629015497,17075,0.28053889756017414,12003.016884761884,2026-06-05 21:30:00+08:00,2026-07-18 03:55:00+08:00,11,14
10,10,500,1.5,0.5,2184,5.879095256542914,35,0.0017534529177225438,0.004734606418351292,3.606325269696582,True,11,9,2,0.8181818181818182,137905.12482632353,125665.15086720047,0.06283257543360023,-35345.46010226011,-0.01742288083705956,20.450920277533445,11424.104624290952,24640,0.4048303622771708,12239.973959123037,2026-06-05 21:30:00+08:00,2026-07-18 03:55:00+08:00,12,15
11,11,500,2.0,0.0,2184,8.45501254932342,35,0.0015769842049148267,0.0029608292146287305,4.826501007510886,False,8,7,1,0.875,121721.80936395185,113087.21605053467,0.056543608025267256,-23612.080000223126,-0.0117152380031156,33.66333749747557,14135.902006316834,9210,0.15131849174402365,8634.593313417176,2026-06-05 21:30:00+08:00,2026-07-18 03:55:00+08:00,16,7
12,12,390,2.0,0.5,2184,7.517805897654984,35,0.0018721723506378478,0.003953256457007519,5.612036747022193,False,9,8,1,0.8888888888888888,144978.98160658672,134745.92997451447,0.06737296498725727,-25260.953953428892,-0.012005082650787362,72.47748305125958,14971.769997168274,13015,0.2138338946849585,10233.051632072258,2026-06-05 21:30:00+08:00,2026-07-18 03:55:00+08:00,8,3
13,13,390,2.0,1.0,2184,7.320389821051452,35,0.0018257146927553045,0.003959122800889389,5.467779638662106,False,9,8,1,0.8888888888888888,141501.10767797526,131282.29295686164,0.06564114647843083,-25260.953953428892,-0.012005082650787362,70.64015812224821,14586.921439651293,13620,0.22377392590158549,10218.814721113606,2026-06-05 21:30:00+08:00,2026-07-18 03:55:00+08:00,10,5
14,14,500,2.0,1.0,2184,6.887551322732242,35,0.001560072670594789,0.003595673516036894,4.62437768031037,False,7,6,1,0.8571428571428571,119234.66736191946,111689.31247296186,0.055844656236480925,-25240.73008499411,-0.01207614518041114,33.25957659559975,15955.61606756598,12360,0.20307237328513925,7545.354888957612,2026-06-05 21:30:00+08:00,2026-07-18 03:55:00+08:00,17,10
15,15,1000,1.5,0.0,2184,6.5313449708585445,35,0.0016130229591655983,0.003920470556705582,3.3248457136077,False,8,8,0,1.0,124372.87930309633,115514.07763737233,0.05775703881868627,-35123.41089655063,-0.0173713440543428,,14439.259704671542,15635,0.2568799802842356,8858.801665724002,2026-06-05 21:30:00+08:00,2026-07-18 03:55:00+08:00,15,18
