basket_id,tranche,direction,entry_signal_idx,entry_signal_time,entry_signal_zscore,entry_idx,entry_time,entry_spread,signal_excursion_k,entry_excursion_k,entry_tsm_twd_fair,entry_qff_close,entry_usdtwd,tsm_units,qff_units,qff_contracts,actual_leg_notional_twd,entry_fee_twd,entry_crossing_cost_twd,exit_signal_idx,exit_signal_time,exit_idx,exit_time,exit_fill_price_type,exit_reason,exit_spread,exit_zscore,exit_tsm_twd_fair,exit_qff_close,exit_fee_twd,gross_pnl_twd,total_fee_twd,net_pnl_twd,holding_minutes
41,1,long_tsm_short_qff,45639,2026-07-13 21:41:00+08:00,-1.4923650631400482,45640,2026-07-13 21:42:00+08:00,-2.232203015502398,0.0,0.0,148.15554,151.5,32.11,2045.1479573426684,-2000.0,-1,303000.0,722.7007009102731,563.031,45672,2026-07-13 22:14:00+08:00,45673,2026-07-13 22:15:00+08:00,open,zscore_exit,-1.1001727390947642,0.4289856976479443,150.336886,152.0,739.8957664705222,3461.1753161575816,1462.5964673807953,1998.5788487767863,33
42,1,short_tsm_long_qff,45704,2026-07-13 22:46:00+08:00,1.4204978406833904,45705,2026-07-13 22:47:00+08:00,-0.3355620664613367,0.0,0.0,151.49079999999998,152.0,32.15,-2006.722520443486,2000.0,1,304000.0,732.140264516129,563.0310000000001,46040,2026-07-14 21:52:00+08:00,46041,2026-07-14 21:53:00+08:00,open,zscore_exit,-1.3749786728891336,-0.12772346597905332,153.869679,156.0,715.6307658672515,3226.2499372898965,1447.7710303833805,1778.4789069065162,1386
43,1,long_tsm_short_qff,46408,2026-07-15 21:30:00+08:00,-1.3916700174176095,46409,2026-07-15 21:31:00+08:00,-2.335363142141293,0.0,0.0,165.09878999999998,169.0,32.183,2047.259098628161,-2000.0,-1,338000.0,723.9179395711501,563.031,46798,2026-07-16 21:30:00+08:00,46799,2026-07-16 21:31:00+08:00,open,zscore_exit,-0.986579258970138,0.42676729138405445,148.032304,149.5,750.8726145793925,4060.4812548899354,1474.7905541505424,2585.690700739393,1440
43,2,long_tsm_short_qff,46467,2026-07-15 22:29:00+08:00,-3.4814286945766435,46468,2026-07-15 22:30:00+08:00,-3.571997760830288,2.0555764356623807,1.9021056194516295,160.65698,166.5,32.17,2072.7390742686684,-2000.0,-1,333000.0,724.711016019223,563.0310000000001,46798,2026-07-16 21:30:00+08:00,46799,2026-07-16 21:31:00+08:00,open,zscore_exit,-0.986579258970138,0.42676729138405445,148.032304,149.5,739.7650315234843,7832.3407548181385,1464.4760475427074,6367.864707275431,1381
44,1,short_tsm_long_qff,47188,2026-07-17 21:30:00+08:00,1.794045781319255,47189,2026-07-17 21:31:00+08:00,0.1301258075663173,0.0,0.0,133.17317999999997,133.0,32.355,-1997.399176020277,2000.0,1,266000.0,730.1972285714287,563.0310000000001,47968,2026-07-21 21:30:00+08:00,47969,2026-07-21 21:31:00+08:00,open,zscore_exit,-2.333089757287633,-1.241031411880547,135.7944,139.0,707.9110751464302,6764.377331832085,1438.108303717859,5326.269028114226,5760
45,1,long_tsm_short_qff,47970,2026-07-21 21:32:00+08:00,-1.6242861440573446,47971,2026-07-21 21:33:00+08:00,-2.4760283677364474,0.0,0.0,135.600408,139.0,32.332,2050.141324058553,-2000.0,-1,278000.0,723.3161692894611,563.031,48752,2026-07-23 21:34:00+08:00,48753,2026-07-23 21:35:00+08:00,open,zscore_exit,-1.4647427950362573,-0.2387999832340447,135.007892,137.0,737.896649086909,2785.2584632341445,1461.21281837637,1324.0456448577747,2882
46,1,short_tsm_long_qff,49212,2026-07-24 22:44:00+08:00,1.298752843946,49213,2026-07-24 22:45:00+08:00,-0.1235413058121338,0.0,0.0,122.848138,123.0,32.354,-2002.472353305021,2000.0,1,246000.0,729.8087518040558,563.031,49297,2026-07-25 00:09:00+08:00,49298,2026-07-25 00:10:00+08:00,open,zscore_exit,-1.073166763117651,-0.20671783146247372,126.633678,128.0,715.4314724424876,2419.5608076697163,1445.2402242465432,974.320583423173,85
47,1,short_tsm_long_qff,49338,2026-07-25 00:50:00+08:00,1.3491527210473881,49339,2026-07-25 00:51:00+08:00,0.0307904781259092,0.0,0.0,125.538648,125.5,32.322,-1999.384285228243,2000.0,1,251000.0,729.7784189495364,563.031,49528,2026-07-27 21:30:00+08:00,49529,2026-07-27 21:31:00+08:00,open,zscore_exit,-1.0722944798932237,-0.33277968205351605,128.11878399999998,129.5,714.4104814142136,2841.3166278483786,1444.18890036375,1397.1277274846286,4120
48,1,long_tsm_short_qff,49578,2026-07-27 22:20:00+08:00,-1.5689776456117743,49579,2026-07-27 22:21:00+08:00,-1.8411274845381271,0.0,0.0,123.70134,126.0,32.298,2037.1646742064395,-2000.0,-1,252000.0,721.8273446475196,563.0310000000001,49598,2026-07-27 22:40:00+08:00,49599,2026-07-27 22:41:00+08:00,open,zscore_exit,-0.6628174784279239,0.20570918847231648,120.20064,121.0,737.5223677872747,2868.497625005528,1459.3497124347941,1409.1479125707338,20
49,1,long_tsm_short_qff,49680,2026-07-28 00:02:00+08:00,-1.382200123386244,49681,2026-07-28 00:03:00+08:00,-1.678799743876137,0.0,0.0,120.95226499999998,123.0,32.297,2033.8602174998546,-2000.0,-1,246000.0,721.7185834445927,563.031,49865,2026-07-28 03:07:00+08:00,49866,2026-07-28 03:08:00+08:00,open,zscore_exit,-0.8744388313358628,0.01775260668074716,122.92041599999996,124.0,735.3778369503514,2002.9440209325107,1457.096420394944,545.8476005375667,185
50,1,short_tsm_long_qff,49918,2026-07-28 21:30:00+08:00,4.38637979877888,49919,2026-07-28 21:31:00+08:00,3.941194176495392,0.0,0.0,111.821952,107.5,32.384,-3845.398799691853,4000.0,2,430000.0,1450.6797706342313,1126.0620000000001,51137,2026-07-31 22:19:00+08:00,51138,2026-07-31 22:20:00+08:00,open,zscore_exit,-0.0312064813659861,-0.16733464580890067,123.96131,124.0,1392.3695232942616,19319.3273177703,2843.049293928493,16476.278023841805,4369
51,1,short_tsm_long_qff,51480,2026-08-03 21:32:00+08:00,1.744725477657307,51481,2026-08-03 21:33:00+08:00,1.91816786756134,0.0,0.0,114.16915199999998,112.0,32.416,-1962.0010841457422,2000.0,1,224000.0,726.9699546848383,563.0310000000001,51868,2026-08-04 21:30:00+08:00,51869,2026-08-04 21:31:00+08:00,open,zscore_exit,-0.2732775811644395,-0.9200927302279344,127.650682,128.0,707.3441946998017,5549.2235240566115,1434.3141493846401,4114.909374671971,1438
52,1,short_tsm_long_qff,52156,2026-08-05 02:18:00+08:00,1.2178730034764946,52157,2026-08-05 02:19:00+08:00,2.392812610261932,0.0,0.0,134.172541,131.0,32.401,-1952.709533912755,2000.0,1,262000.0,728.684897029703,563.0310000000001,52379,2026-08-05 23:31:00+08:00,52380,2026-08-05 23:32:00+08:00,open,zscore_exit,0.9117999696090522,-0.43786409580955654,125.64038999999998,124.5,710.8062760693651,3660.812602483271,1439.4911730990682,2221.3214293842025,1273
53,1,long_tsm_short_qff,52656,2026-08-06 21:38:00+08:00,-1.3490179659908268,52657,2026-08-06 21:39:00+08:00,0.2048555296868156,0.0,0.0,122.25018,122.0,32.205,1995.9070816910044,-2000.0,-1,244000.0,720.3091875658588,563.031,52679,2026-08-06 22:01:00+08:00,52680,2026-08-06 22:02:00+08:00,open,zscore_exit,1.464656008749169,0.28134290640531545,124.30744,122.5,736.4765943805119,3106.099802879635,1456.7857819463707,1649.3140209332641,23
54,1,short_tsm_long_qff,52695,2026-08-06 22:17:00+08:00,1.3066280669247925,52696,2026-08-06 22:18:00+08:00,2.1409793780229207,0.0,0.0,125.6619,123.0,32.221,-1957.6339367779733,2000.0,1,246000.0,728.0408769230769,563.031,53429,2026-08-10 21:31:00+08:00,53430,2026-08-10 21:32:00+08:00,open,zscore_exit,1.5174276204945012,0.13618149685163147,124.37305999999998,122.5,715.6077617582416,1523.0769230769656,1443.6486386813185,79.4282843956471,5714
55,1,long_tsm_short_qff,53680,2026-08-11 01:42:00+08:00,-1.3458882012217663,53681,2026-08-11 01:43:00+08:00,0.399708209015407,0.0,0.0,121.986618,121.5,32.246,1992.021780618592,-2000.0,-1,243000.0,720.2657343378271,563.031,55399,2026-08-17 21:51:00+08:00,55400,2026-08-17 21:52:00+08:00,open,zscore_exit,0.8654841224645384,0.3222966717861579,123.564826,122.5,723.238397499804,1143.8247103464855,1443.5041318376311,-299.6794214911456,9849
55,2,long_tsm_short_qff,54620,2026-08-13 21:52:00+08:00,-2.5631610513741734,54621,2026-08-13 21:53:00+08:00,-1.351200791444448,2.07262921402906,2.2024360758675,124.308912,126.0,32.088,2027.2078320498854,-2000.0,-1,252000.0,721.0800449148168,563.0310000000001,55399,2026-08-17 21:51:00+08:00,55400,2026-08-17 21:52:00+08:00,open,zscore_exit,0.8654841224645384,0.3222966717861579,123.564826,122.5,750.0250048146115,5491.583033081309,1471.1050497294282,4020.4779833518805,5759
56,1,short_tsm_long_qff,55528,2026-08-18 00:00:00+08:00,1.3295104458522633,55529,2026-08-18 00:01:00+08:00,1.5795393319560695,0.0,0.0,125.46626,123.5,31.82,-1968.6567528194432,2000.0,1,247000.0,727.6199941161551,563.031,56158,2026-08-19 21:30:00+08:00,56159,2026-08-19 21:31:00+08:00,open,zscore_exit,0.1766573822193704,-0.3115708517916871,118.20864,118.0,710.8791782043359,3287.762622397453,1438.499172320491,1849.2634500769623,2730
57,1,long_tsm_short_qff,56178,2026-08-19 21:50:00+08:00,-1.3790138134857273,56179,2026-08-19 21:51:00+08:00,-0.9147997236243868,0.0,0.0,114.94366399999998,116.0,31.858,2018.3800648637757,-2000.0,-1,232000.0,720.3325521064301,563.031,56549,2026-08-20 21:31:00+08:00,56550,2026-08-20 21:32:00+08:00,open,zscore_exit,0.3759355099704918,0.2193194748759221,115.43314,115.0,736.28383454547,2987.9486006292827,1456.6163866519,1531.332213977383,1421
58,1,long_tsm_short_qff,56683,2026-08-20 23:45:00+08:00,-1.409580835187141,56684,2026-08-20 23:46:00+08:00,-0.3397553200047828,0.0,0.0,114.609944,115.0,31.907,2006.806669410815,-2000.0,-1,230000.0,720.0621804008908,563.031,58107,2026-08-26 03:59:00+08:00,58107,2026-08-26 03:59:00+08:00,close,end_of_data,-0.8203287294901094,-0.644182776233071,124.970608,126.0,709.1741957794641,-1208.1503852754686,1429.236376180355,-2637.3867614558235,7453
58,2,long_tsm_short_qff,57358,2026-08-24 22:00:00+08:00,-2.5057805580493833,57359,2026-08-24 22:01:00+08:00,-1.2339433531915087,2.109969070969309,1.243593585378096,120.009952,121.5,31.816,2024.832073926669,-2000.0,-1,243000.0,720.4530572640508,563.031,58107,2026-08-26 03:59:00+08:00,58107,2026-08-26 03:59:00+08:00,close,end_of_data,-0.8203287294901094,-0.644182776233071,124.970608,126.0,749.2579546713469,1044.4953765167738,1469.7110119353977,-425.21563541862383,1798
