basket_id,tranche,direction,entry_signal_idx,entry_signal_time,entry_signal_zscore,entry_idx,entry_time,entry_spread,signal_excursion_k,entry_excursion_k,entry_tsm_twd_fair,entry_qff_close,entry_usdtwd,tsm_units,qff_units,qff_contracts,actual_leg_notional_twd,entry_fee_twd,entry_crossing_cost_twd,exit_signal_idx,exit_signal_time,exit_idx,exit_time,exit_fill_price_type,exit_reason,exit_spread,exit_zscore,exit_tsm_twd_fair,exit_qff_close,exit_fee_twd,gross_pnl_twd,total_fee_twd,net_pnl_twd,holding_minutes
7,1,short_tsm_long_qff,17160,2026-03-20 21:32:00+08:00,2.6186037529863877,17161,2026-03-20 21:33:00+08:00,0.9617941490798336,0.0,0.0,58.055704000000006,57.5,31.969,-5942.5685372793,6000.0,3,345000.0,2164.969242290749,1689.093,18525,2026-03-26 00:47:00+08:00,18526,2026-03-26 00:48:00+08:00,open,zscore_exit,-0.0144144841900384,-0.7918427366483674,59.49142400000001,59.5,2138.565809826904,3468.1354996573427,4303.535052117653,-835.3995524603106,7395
7,2,short_tsm_long_qff,17529,2026-03-21 03:41:00+08:00,2.8078467948425043,17530,2026-03-21 03:42:00+08:00,1.8959120243154444,2.081313563790792,2.081313563790792,57.78527,56.7,32.014,-5887.313497020954,6000.0,3,340200.0,2163.284432576177,1689.0929999999998,18525,2026-03-26 00:47:00+08:00,18526,2026-03-26 00:48:00+08:00,open,zscore_exit,-0.0144144841900384,-0.7918427366483674,59.49142400000001,59.5,2108.8118507336603,6755.336527803622,4272.096283309837,2483.2402444937843,7026
8,1,long_tsm_short_qff,19500,2026-03-30 21:32:00+08:00,-2.3099262867759474,19501,2026-03-30 21:33:00+08:00,-0.2613024879578473,0.0,0.0,57.05073,57.2,32.015,6015.6986597717505,-6000.0,-3,343200.0,2151.6855925925925,1689.0929999999998,20746,2026-04-02 22:48:00+08:00,20747,2026-04-02 22:49:00+08:00,open,zscore_exit,0.7063738510148545,0.8901837739672429,55.087756,54.7,2194.0734252302605,3191.3399390331924,4345.759017822853,-1154.4190787896605,4396
8,2,long_tsm_short_qff,19934,2026-03-31 22:16:00+08:00,-3.2306462927459676,19935,2026-03-31 22:17:00+08:00,-1.1671641355656754,2.1241705130440174,1.8877698803473943,56.437416,57.1,31.994,6070.440928762579,-6000.0,-3,342600.0,2153.3106870748297,1689.0929999999998,20746,2026-04-02 22:48:00+08:00,20747,2026-04-02 22:49:00+08:00,open,zscore_exit,0.7063738510148545,0.8901837739672429,55.087756,54.7,2190.237632528809,6206.968696086289,4343.548319603638,1863.4203764826502,2912
9,1,long_tsm_short_qff,23557,2026-04-17 00:09:00+08:00,-3.168644374944869,23558,2026-04-17 00:10:00+08:00,-2.1964031827680017,0.0,0.0,67.40311700000001,68.9,31.541,4088.831678214525,-4000.0,-2,275600.0,1437.0278399625643,1126.062,24300,2026-04-20 23:32:00+08:00,24301,2026-04-20 23:33:00+08:00,open,zscore_exit,-0.578629027431774,0.4182828585781911,79.14074,79.6,1415.54604503927,5193.16474933939,2852.5738850018342,2340.590864337556,5723
9,2,long_tsm_short_qff,23807,2026-04-17 21:49:00+08:00,-3.4844520563315893,23808,2026-04-17 21:50:00+08:00,-3.267042880311962,2.0287663243383722,1.8761007463465573,72.298744,74.7,31.489,4132.851879141912,-4000.0,-2,298800.0,1438.2013728222996,1126.062,24300,2026-04-20 23:32:00+08:00,24301,2026-04-20 23:33:00+08:00,open,zscore_exit,-0.578629027431774,0.4182828585781911,79.14074,79.6,1534.7066700208052,8676.956025681455,2972.908042843105,5704.04798283835,4423
10,1,short_tsm_long_qff,25732,2026-04-24 03:54:00+08:00,1.3954490654002172,25733,2026-04-24 03:55:00+08:00,-0.9462345138164118,0.0,0.0,75.680481,76.4,31.573,-4038.029303751386,4000.0,2,305600.0,1448.2831368210261,1126.062,26908,2026-04-29 21:30:00+08:00,26909,2026-04-29 21:31:00+08:00,open,zscore_exit,-1.2272915792440795,-1.055775140093363,78.53025399999999,79.5,1432.458780548055,892.5331169605415,2880.7419173690814,-1988.2088004085397,8256
11,1,short_tsm_long_qff,26968,2026-04-29 22:30:00+08:00,1.8354181509156544,26969,2026-04-29 22:31:00+08:00,0.2849300923920531,0.0,0.0,81.93312,81.7,31.61,-3988.6190102366418,4000.0,2,326800.0,1447.413151111111,1126.062,27044,2026-04-29 23:46:00+08:00,27045,2026-04-29 23:47:00+08:00,open,zscore_exit,-1.1080348595578255,-0.9575980649538591,80.503029,81.4,1398.1650241897835,4504.088148968358,2845.578175300894,1658.5099736674636,76
11,2,short_tsm_long_qff,26983,2026-04-29 22:45:00+08:00,3.7491532309007325,26984,2026-04-29 22:46:00+08:00,1.4339032768116444,2.105108525527694,2.1924895674715756,83.38718,82.2,31.61,-3943.052157417963,4000.0,2,328800.0,1445.9805626686884,1126.062,27044,2026-04-29 23:46:00+08:00,27045,2026-04-29 23:47:00+08:00,open,zscore_exit,-1.1080348595578255,-0.9575980649538591,80.503029,81.4,1406.7217256842127,8172.357822869197,2852.702288352901,5319.655534516296,61
11,3,short_tsm_long_qff,26995,2026-04-29 22:57:00+08:00,5.723861137423047,26996,2026-04-29 22:58:00+08:00,2.592822150284664,4.403957662716166,4.403957662716166,84.46191999999999,82.3,31.61,-3897.6144515777055,4000.0,2,329200.0,1444.5077120958085,1126.0620000000001,27044,2026-04-29 23:46:00+08:00,27045,2026-04-29 23:47:00+08:00,open,zscore_exit,-1.1080348595578255,-0.9575980649538591,80.503029,81.4,1408.4330659830987,11830.230773820926,2852.940778078907,8977.289995742018,49
12,1,long_tsm_short_qff,27089,2026-04-30 00:31:00+08:00,-1.738926665488161,27090,2026-04-30 00:32:00+08:00,-1.4794235124203974,0.0,0.0,79.120746,80.3,31.623,4059.6179414182975,-4000.0,-2,321200.0,1436.4392981614708,1126.062,27302,2026-04-30 21:34:00+08:00,27303,2026-04-30 21:35:00+08:00,open,zscore_exit,0.0294744586337336,1.2004678629369805,80.22364200000001,80.2,1466.8168045742766,4877.3363891185145,2903.2561027357474,1974.0802863827669,1263
13,1,short_tsm_long_qff,27307,2026-04-30 21:39:00+08:00,1.716969732493806,27308,2026-04-30 21:40:00+08:00,0.1409914460344582,0.0,0.0,80.41329600000002,80.3,31.609,-3994.3643150754565,4000.0,2,321200.0,1447.4409826415094,1126.062,28109,2026-05-05 22:01:00+08:00,28110,2026-05-05 22:02:00+08:00,open,zscore_exit,-0.568696304049683,-0.5469350697914126,86.60607000000002,87.1,1411.3956285898687,2463.804523072893,2858.836611231378,-395.03208815848507,7222
13,2,short_tsm_long_qff,27613,2026-05-01 02:45:00+08:00,2.448776232700676,27614,2026-05-01 02:46:00+08:00,1.265313400929554,2.0008862269638046,1.9347913272733301,82.233976,81.2,31.592,-3949.7056545095184,4000.0,2,324800.0,1446.013207191702,1126.062,28109,2026-05-05 22:01:00+08:00,28110,2026-05-05 22:02:00+08:00,open,zscore_exit,-0.568696304049683,-0.5469350697914126,86.60607000000002,87.1,1427.214508611424,6331.515606152756,2873.2277158031256,3458.2878903496303,6916
14,1,long_tsm_short_qff,28468,2026-05-06 21:30:00+08:00,-3.8621396003953405,28469,2026-05-06 21:31:00+08:00,-4.186373753342897,0.0,0.0,94.173268,98.2,31.433,4171.0350329989615,-4000.0,-2,392800.0,1441.1701441922562,1126.062,30413,2026-05-13 03:55:00+08:00,30414,2026-05-13 03:56:00+08:00,open,zscore_exit,-1.0975176600897214,0.253004705326823,101.381184,102.5,1493.0029057078946,12864.470150913803,2934.1730499001505,9930.297101013653,9025
15,1,short_tsm_long_qff,30420,2026-05-13 21:32:00+08:00,1.4187212180182622,30421,2026-05-13 21:33:00+08:00,0.1001577377988077,0.0,0.0,101.10121,101.0,31.535,-3995.9956957983,4000.0,2,404000.0,1451.4905799126639,1126.0620000000001,30808,2026-05-14 21:30:00+08:00,30809,2026-05-14 21:31:00+08:00,open,zscore_exit,-2.550364848278388,-0.9073363786531099,105.767696,108.5,1406.5438293920524,11352.742029496949,2858.034409304716,8494.707620192232,1438
16,1,long_tsm_short_qff,30810,2026-05-14 21:32:00+08:00,-1.6411199102689136,30811,2026-05-14 21:33:00+08:00,-3.2486518647448586,0.0,0.0,105.515568,109.0,31.516,4132.091673903514,-4000.0,-2,436000.0,1440.2890011947434,1126.0620000000004,31979,2026-05-19 21:31:00+08:00,31980,2026-05-19 21:32:00+08:00,open,zscore_exit,-1.0408793677509818,0.9333446855014617,111.829896,113.0,1485.1456808663743,10091.382155095838,2925.4346820611177,7165.94747303472,7199
17,1,short_tsm_long_qff,31983,2026-05-19 21:35:00+08:00,1.8174574321296837,31984,2026-05-19 21:36:00+08:00,-0.7405000086635453,0.0,0.0,113.158944,114.0,31.644,-2014.8650379770245,2000.0,1,228000.0,728.244567785235,563.0310000000001,32055,2026-05-19 22:47:00+08:00,32056,2026-05-19 22:48:00+08:00,open,zscore_exit,-2.1113104417691586,-0.10008890662724963,110.149588,112.5,712.1033954002878,3063.4461912264087,1440.3479631855228,1623.0982280408862,72
18,1,long_tsm_short_qff,32395,2026-05-20 21:57:00+08:00,-1.345574008764098,32396,2026-05-20 21:58:00+08:00,-2.9307209625698647,0.0,0.0,109.250555,112.5,31.621,2059.4861051277953,-2000.0,-1,225000.0,721.1540101302461,563.0310000000001,32810,2026-05-21 22:22:00+08:00,32811,2026-05-21 22:23:00+08:00,open,zscore_exit,-1.7993429792844498,0.3998344225445732,114.91353999999998,117.0,736.1194226334909,2662.8389210470814,1457.273432763737,1205.5654882833442,1465
19,1,short_tsm_long_qff,33154,2026-05-22 21:36:00+08:00,1.4272655095728428,33155,2026-05-22 21:37:00+08:00,-1.6282772772685254,0.0,0.0,114.61837599999998,116.5,31.454,-2032.8328504671888,2000.0,1,233000.0,728.5719565312843,563.031,33539,2026-05-26 21:31:00+08:00,33540,2026-05-26 21:32:00+08:00,open,zscore_exit,-3.699974412090897,-1.7877751369264994,129.13209,134.0,708.354142728937,5496.045398514412,1436.9260992602212,4059.1192992541905,5755
20,1,long_tsm_short_qff,33541,2026-05-26 21:33:00+08:00,-1.763968488899088,33542,2026-05-26 21:34:00+08:00,-3.732349375258917,0.0,0.0,129.571956,134.5,31.419,2076.066521678503,-2000.0,-1,269000.0,721.2589340446168,563.031,33574,2026-05-26 22:06:00+08:00,33575,2026-05-26 22:07:00+08:00,open,zscore_exit,-2.051712731900805,0.5262383836335237,134.217696,137.0,740.713220742738,4644.865282422665,1461.9721547873548,3182.89312763531,33
21,1,long_tsm_short_qff,33627,2026-05-26 22:59:00+08:00,-1.5717000393909912,33628,2026-05-26 23:00:00+08:00,-3.632603494706468,0.0,0.0,132.594273,137.5,31.413,2073.9960616549406,-2000.0,-1,275000.0,722.1814382847666,563.031,34749,2026-05-29 22:11:00+08:00,34750,2026-05-29 22:12:00+08:00,open,zscore_exit,-2.788938210661941,0.25286908657522317,141.98415,146.0,712.9084746755815,2474.567917424334,1435.089912960348,1039.478004463986,4272
21,2,long_tsm_short_qff,33958,2026-05-27 22:00:00+08:00,-3.0599800708526264,33959,2026-05-27 22:01:00+08:00,-4.94724005936017,2.018663335811912,1.8329973069143422,141.33069,148.5,31.365,2101.454397484368,-2000.0,-1,297000.0,722.9431171770974,563.0310000000002,34749,2026-05-29 22:11:00+08:00,34750,2026-05-29 22:12:00+08:00,open,zscore_exit,-2.788938210661941,0.25286908657522317,141.98415,146.0,769.9411526496281,6373.216390580126,1492.8842698267254,4880.332120753401,2891
22,1,long_tsm_short_qff,34810,2026-05-29 23:12:00+08:00,-1.2696961191705485,34811,2026-05-29 23:13:00+08:00,-4.17646108517684,0.0,0.0,139.54755,145.5,31.359,2085.31070592067,-2000.0,-1,291000.0,722.4242584269663,563.031,35488,2026-06-02 21:30:00+08:00,35489,2026-06-02 21:31:00+08:00,open,zscore_exit,-3.039358633026595,0.4359063556433384,138.718778,143.0,739.2244813856341,3271.7528756326833,1461.6487398126005,1810.1041358200828,5658
23,1,short_tsm_long_qff,35592,2026-06-02 23:14:00+08:00,1.1954516311110066,35593,2026-06-02 23:15:00+08:00,-2.665331570545102,0.0,0.0,139.72555,143.5,31.399,-2054.026625767442,2000.0,1,287000.0,731.645195505618,563.031,38218,2026-06-11 21:30:00+08:00,38219,2026-06-11 21:31:00+08:00,open,zscore_exit,-1.7144626196704649,-1.251692755384725,125.82414,128.0,758.5710915329275,-2446.1337242902264,1490.2162870385455,-3936.350011328772,12856
23,2,short_tsm_long_qff,35999,2026-06-03 23:31:00+08:00,3.1605573109519254,36000,2026-06-03 23:32:00+08:00,-1.089027906111152,2.01424086311062,1.553972825507224,133.04319,134.5,31.43,-2021.8998056195132,2000.0,1,269000.0,729.1673148121899,563.031,38218,2026-06-11 21:30:00+08:00,38219,2026-06-11 21:31:00+08:00,open,zscore_exit,-1.7144626196704649,-1.251692755384725,125.82414,128.0,710.9952042590854,1596.1957917575673,1440.1625190712753,156.03327268629198,11399
23,3,short_tsm_long_qff,36270,2026-06-04 21:32:00+08:00,4.038192566817806,36271,2026-06-04 21:33:00+08:00,1.0385415080544946,4.380549729414828,3.6514018479671764,129.336272,128.0,31.484,-1979.3364695094967,2000.0,1,256000.0,727.5341680623173,563.031,38218,2026-06-11 21:30:00+08:00,38219,2026-06-11 21:31:00+08:00,open,zscore_exit,-1.7144626196704649,-1.251692755384725,125.82414,128.0,676.6348412279772,6951.690953331344,1404.1690092902945,5547.521944041049,10078
24,1,long_tsm_short_qff,38220,2026-06-11 21:32:00+08:00,-1.252291926655625,38221,2026-06-11 21:33:00+08:00,-1.2728336136682523,0.0,0.0,125.8874,127.5,31.63,2025.6197204803657,-2000.0,-1,255000.0,720.101351758794,563.031,39388,2026-06-16 21:30:00+08:00,39389,2026-06-16 21:31:00+08:00,open,zscore_exit,-0.2021956984130257,0.47345539211821874,140.715192,141.0,736.928348472709,3035.4678863810077,1457.0297002315028,1578.4381861495049,7198
25,1,short_tsm_long_qff,39441,2026-06-16 22:23:00+08:00,1.5291861929810968,39442,2026-06-16 22:24:00+08:00,0.8135165695982416,0.0,0.0,139.12723799999998,138.0,31.491,-1983.7955814231002,2000.0,1,276000.0,729.2495673155274,563.031,39778,2026-06-17 21:30:00+08:00,39779,2026-06-17 21:31:00+08:00,open,zscore_exit,-1.9538968910962968,-1.4823107342334803,140.23296,143.0,704.3190645827817,7806.473582117658,1433.5686318983091,6372.904950219349,1387
26,1,long_tsm_short_qff,39780,2026-06-17 21:32:00+08:00,-1.5302298160480083,39781,2026-06-17 21:33:00+08:00,-1.9313790292088424,0.0,0.0,140.26454399999997,143.0,31.584,2039.0042404443996,-2000.0,-1,286000.0,721.430909930196,563.0310000000001,40643,2026-06-22 22:55:00+08:00,40644,2026-06-22 22:56:00+08:00,open,zscore_exit,-1.0883406525463717,0.4215753374644592,177.06241400000002,179.0,720.0034089120815,3031.012969321848,1441.4343188422774,1589.5786504795706,7283
26,2,long_tsm_short_qff,40168,2026-06-18 21:30:00+08:00,-2.864900241069393,40169,2026-06-18 21:31:00+08:00,-3.702065359205621,2.1927680538670926,1.9395966948348822,147.43878,153.0,31.585,2075.437683355763,-2000.0,-1,306000.0,722.5836992287917,563.031,40643,2026-06-22 22:55:00+08:00,40644,2026-06-22 22:56:00+08:00,open,zscore_exit,-1.0883406525463717,0.4215753374644592,177.06241400000002,179.0,770.3532976471921,9482.00632153904,1492.9369968759838,7989.069324663056,5845
27,1,long_tsm_short_qff,40826,2026-06-23 01:58:00+08:00,-1.186347656033353,40827,2026-06-23 01:59:00+08:00,-3.0173341006672314,0.0,0.0,174.164382,179.5,31.626,2061.271058281021,-2000.0,-1,359000.0,723.2207584891956,563.0310000000001,40948,2026-06-23 21:30:00+08:00,40949,2026-06-23 21:31:00+08:00,open,zscore_exit,-1.0673106293774337,0.643801486262929,166.711128,168.5,746.0689972875275,6636.823239782774,1469.2897557767233,5167.533484006051,1172
28,1,long_tsm_short_qff,41138,2026-06-24 00:40:00+08:00,-1.2501896140031954,41139,2026-06-24 00:41:00+08:00,-3.003014201662567,0.0,0.0,167.881638,173.0,31.634,2060.975840609799,-2000.0,-1,346000.0,723.2279097418503,563.031,41338,2026-06-24 21:30:00+08:00,41339,2026-06-24 21:31:00+08:00,open,zscore_exit,-1.397301362228967,0.492751318523993,173.06475,175.5,744.6806675914409,5682.268611174724,1467.9085773332913,4214.360033841433,1250
29,1,short_tsm_long_qff,41580,2026-06-25 01:32:00+08:00,1.1733008319582559,41581,2026-06-25 01:33:00+08:00,-0.9664880342543384,0.0,0.0,175.792734,177.5,31.743,-2019.4236241868791,2000.0,1,355000.0,734.1307692307691,563.031,41618,2026-06-25 02:10:00+08:00,41619,2026-06-25 02:11:00+08:00,open,zscore_exit,-2.5747645376994166,-0.5265608426641596,175.91162,180.5,713.1703432596362,5759.918803014912,1447.3011124904053,4312.6176905245065,38
30,1,short_tsm_long_qff,41755,2026-06-25 21:57:00+08:00,1.325073650700333,41756,2026-06-25 21:58:00+08:00,-0.738400656657728,0.0,0.0,176.19415999999998,177.5,31.804,-2014.822738733225,2000.0,1,355000.0,734.1068592057761,563.031,42338,2026-06-27 01:10:00+08:00,42339,2026-06-27 01:11:00+08:00,open,zscore_exit,-2.289010936056991,-0.17544919992851005,164.197976,168.0,713.5314317314349,5170.184301227633,1447.638290937211,3722.5460102904217,1633
31,1,short_tsm_long_qff,42636,2026-06-29 23:38:00+08:00,1.25641617500758,42637,2026-06-29 23:39:00+08:00,-1.2322456562762163,0.0,0.0,165.942504,168.0,31.863,-2024.7976974000583,2000.0,1,336000.0,734.029864516129,563.031,43292,2026-07-01 21:34:00+08:00,43293,2026-07-01 21:35:00+08:00,open,zscore_exit,-2.0704448658563126,-0.6399761111739616,165.5368,169.0,717.7884860969211,2821.4685250260222,1451.8183506130501,1369.6501744129723,2756
32,1,long_tsm_short_qff,43434,2026-07-01 23:56:00+08:00,-1.2582801807233046,43435,2026-07-01 23:57:00+08:00,-1.9926279044292183,0.0,0.0,165.175544,168.5,31.838,2040.253610425524,-2000.0,-1,337000.0,722.9885944487279,563.0310000000001,43678,2026-07-02 21:30:00+08:00,43679,2026-07-02 21:31:00+08:00,open,zscore_exit,-0.5732732450236487,1.35326977153043,166.04537,167.0,742.7320345119763,4774.66563694197,1465.7206289607043,3308.945007981266,1294
33,1,long_tsm_short_qff,43736,2026-07-02 22:28:00+08:00,-1.6950719590540009,43737,2026-07-02 22:29:00+08:00,-2.1850589979351778,0.0,0.0,162.41200199999997,166.0,31.883,2044.1839021231945,-2000.0,-1,332000.0,723.2057153513938,563.031,43928,2026-07-03 01:40:00+08:00,43929,2026-07-03 01:41:00+08:00,open,zscore_exit,-1.0291926398731075,0.6448103326351236,155.39244,157.0,739.7716365936028,3650.7243596443477,1462.9773519449966,2187.7470076993513,192
34,1,long_tsm_short_qff,44026,2026-07-03 03:18:00+08:00,-1.3481717063857683,44027,2026-07-03 03:19:00+08:00,-2.198631130624114,0.0,0.0,154.56393599999998,158.0,31.882,2044.4613936332473,-2000.0,-1,316000.0,722.2125181518152,563.031,44089,2026-07-06 21:51:00+08:00,44090,2026-07-06 21:52:00+08:00,open,zscore_exit,-1.3605279238619916,0.15465352973072455,169.18246000000002,171.5,740.0438234177223,2887.007949901148,1462.2563415695374,1424.751608331611,5433
35,1,short_tsm_long_qff,44115,2026-07-06 22:17:00+08:00,1.2689775802937802,44116,2026-07-06 22:18:00+08:00,-0.5627066590258442,0.0,0.0,171.03486,172.0,32.029,-2011.2858863976617,2000.0,1,344000.0,734.1524022471909,563.031,44170,2026-07-06 23:12:00+08:00,44171,2026-07-06 23:13:00+08:00,open,zscore_exit,-1.4250183972600896,0.00844573748756298,168.58045799999996,171.0,717.5839592884544,2936.504102146283,1451.7363615356453,1484.7677406106377,55
36,1,long_tsm_short_qff,44296,2026-07-07 01:18:00+08:00,-1.350759544539183,44297,2026-07-07 01:19:00+08:00,-2.320640821878987,0.0,0.0,167.07722099999998,171.0,32.001,2046.9576759359677,-2000.0,-1,342000.0,723.5356925876268,563.031,44458,2026-07-07 21:30:00+08:00,44459,2026-07-07 21:31:00+08:00,open,zscore_exit,0.1248230059010753,2.5090891504082595,156.69547,156.5,747.7545538138693,7748.995100894132,1471.290246401496,6277.704854492636,1212
37,1,short_tsm_long_qff,44460,2026-07-07 21:32:00+08:00,1.4840139975144022,44461,2026-07-07 21:33:00+08:00,-0.4183571577961391,0.0,0.0,154.35290000000003,155.0,32.09,-2008.3846821148156,2000.0,1,310000.0,732.2377733887735,563.0310000000001,44942,2026-07-08 23:04:00+08:00,44943,2026-07-08 23:05:00+08:00,open,zscore_exit,-1.7308073246672828,-0.43009985394998046,156.763048,159.5,714.100447430114,4159.495675170414,1446.3382208188873,2713.1574543515267,1532
38,1,long_tsm_short_qff,44988,2026-07-08 23:50:00+08:00,-1.4899657942895272,44989,2026-07-08 23:51:00+08:00,-2.53756457543583,0.0,0.0,155.503294,159.5,32.089,2051.403489883629,-2000.0,-1,319000.0,722.8584865868756,563.031,45057,2026-07-09 00:59:00+08:00,45058,2026-07-09 01:00:00+08:00,open,zscore_exit,-1.220373531671409,0.2993928528259598,159.54105,161.5,741.5786975320059,4283.066749698566,1464.4371841188815,2818.629565579685,69
39,1,long_tsm_short_qff,45218,2026-07-09 03:40:00+08:00,-1.2986922394910454,45219,2026-07-09 03:41:00+08:00,-2.014131076680719,0.0,0.0,157.78958000000003,161.0,32.045,2040.6924208810235,-2000.0,-1,322000.0,722.4249886271325,563.0310000000001,45238,2026-07-09 21:30:00+08:00,45239,2026-07-09 21:31:00+08:00,open,zscore_exit,-0.9553654491529616,0.7303852547486658,159.96442000000002,161.5,739.9615349068356,3438.1795046288626,1462.386523533968,1975.7929810948942,1070
40,1,short_tsm_long_qff,45241,2026-07-09 21:33:00+08:00,1.586242161316121,45242,2026-07-09 21:34:00+08:00,-0.4416149457186814,0.0,0.0,161.28616,162.0,32.18,-2008.8518444484016,2000.0,1,324000.0,732.8292614525141,563.0310000000001,45631,2026-07-13 21:33:00+08:00,45632,2026-07-13 21:34:00+08:00,open,zscore_exit,-1.837202425396789,-0.6002418184839008,150.705564,153.5,713.7238998191866,4254.849789963351,1446.5531612717007,2808.2966286916508,5760
