timestamp,qff_close,qff_close_filled,qff_was_filled,tsm_close,usdttwd_close,tsm_twd_fair,spread
2026-04-30 17:25:00+08:00,2190.0,2190.0,False,394.86,31.737,2506.334364,13.471543526580119
2026-04-30 17:40:00+08:00,2190.0,2190.0,False,394.13,31.743,2502.173718,13.306144945249873
2026-04-30 17:55:00+08:00,2190.0,2190.0,False,394.98,31.741,2507.412036,13.514336556700568
2026-04-30 18:10:00+08:00,2195.0,2195.0,False,395.6,31.738,2511.11056,13.434047329308815
2026-04-30 18:25:00+08:00,2195.0,2195.0,False,396.32,31.739,2515.760096,13.618188549757129
2026-04-30 18:40:00+08:00,2190.0,2190.0,False,395.55,31.721,2509.44831,13.595140915593994
2026-04-30 18:55:00+08:00,2195.0,2195.0,False,396.63,31.713,2515.665438,13.614443318910139
2026-04-30 19:10:00+08:00,2200.0,2200.0,False,396.36,31.701,2513.001672,13.282476594886294
2026-04-30 19:25:00+08:00,2200.0,2200.0,False,396.72,31.694,2514.728736,13.350873554902225
2026-04-30 19:40:00+08:00,2195.0,2195.0,False,396.36,31.702,2513.0809440000003,13.51212724604338
2026-04-30 19:55:00+08:00,2200.0,2200.0,False,396.87,31.721,2517.822654,13.473276861330705
2026-04-30 20:10:00+08:00,2205.0,2205.0,False,397.55,31.723,2522.29573,13.423984794790906
2026-04-30 20:25:00+08:00,2200.0,2200.0,False,397.48,31.716,2521.295136,13.610466058354042
2026-04-30 20:40:00+08:00,2205.0,2205.0,False,397.69,31.716,2522.6272080000003,13.437066588605703
2026-04-30 20:55:00+08:00,2205.0,2205.0,False,398.0,31.716,2524.5936,13.514632631437937
2026-04-30 21:10:00+08:00,2200.0,2200.0,False,397.45,31.717,2521.1843299999996,13.606091503739256
2026-04-30 21:25:00+08:00,2190.0,2190.0,False,395.14,31.711,2506.0569079999996,13.460522910681883
2026-04-30 21:40:00+08:00,2180.0,2180.0,False,392.25,31.724,2488.7478,13.22615027524083
2026-04-30 21:55:00+08:00,2180.0,2180.0,False,391.36,31.726,2483.2574720000002,13.00625040846984
2026-04-30 22:10:00+08:00,2180.0,2180.0,False,389.86,31.729,2473.973588,12.633229752656682
2026-04-30 22:25:00+08:00,2175.0,2175.0,False,386.83,31.732,2454.977912,12.094135968741952
2026-04-30 22:40:00+08:00,2185.0,2185.0,False,390.56,31.718,2477.5564160000004,12.54918503489054
2026-04-30 22:55:00+08:00,2195.0,2195.0,False,392.91,31.72,2492.62104,12.69816981621876
2026-04-30 23:10:00+08:00,2190.0,2190.0,False,392.51,31.713,2489.533926,12.8018700467479
2026-04-30 23:25:00+08:00,2195.0,2195.0,False,392.68,31.713,2490.612168,12.6178675230041
2026-04-30 23:40:00+08:00,2195.0,2195.0,False,393.95,31.717,2498.9824299999996,12.952005446684195
2026-04-30 23:55:00+08:00,2195.0,2195.0,False,393.95,31.733,2500.24307,13.00222652796546
2026-05-01 00:10:00+08:00,2200.0,2200.0,False,394.98,31.765,2509.30794,13.136025247905113
2026-05-01 00:25:00+08:00,2195.0,2195.0,False,394.95,31.765,2509.11735,13.354996341662265
2026-05-01 00:40:00+08:00,2195.0,2195.0,False,394.25,31.766,2504.7491,13.181516434568815
2026-05-01 00:55:00+08:00,2200.0,2200.0,False,395.85,31.767,2514.99339,13.361350226622488
2026-05-01 01:10:00+08:00,2195.0,2195.0,False,395.52,31.765,2512.73856,13.498564372274735
2026-05-01 01:25:00+08:00,2200.0,2200.0,False,396.21,31.769,2517.439098,13.458111123663723
2026-05-01 01:40:00+08:00,2205.0,2205.0,False,395.44,31.771,2512.7048480000003,13.044684138324047
2026-05-01 01:55:00+08:00,2205.0,2205.0,False,395.92,31.772,2515.8340479999997,13.168607277423183
2026-05-01 02:10:00+08:00,2205.0,2205.0,False,394.64,31.772,2507.7004159999997,12.846155676363693
2026-05-01 02:25:00+08:00,2210.0,2210.0,False,395.41,31.767,2512.197894,12.799035567059608
2026-05-01 02:40:00+08:00,2205.0,2205.0,False,395.68,31.757,2513.1219520000004,13.061211860765418
2026-05-01 02:55:00+08:00,2210.0,2210.0,False,396.9,31.752,2520.47376,13.126539782349406
2026-05-01 03:10:00+08:00,2210.0,2210.0,False,396.8,31.757,2520.23552,13.11712783383776
2026-05-01 03:25:00+08:00,2210.0,2210.0,False,396.26,31.761,2517.1227719999997,12.994067927288425
2026-05-01 03:40:00+08:00,2215.0,2215.0,False,396.92,31.759,2521.156456,12.928477293529687
2026-05-01 03:55:00+08:00,2210.0,2210.0,False,395.11,31.75,2508.9485,12.670131916040193
2026-05-01 04:10:00+08:00,2205.0,2205.0,False,394.59,31.759,2506.356762,12.792780391017219
2026-05-01 04:25:00+08:00,2210.0,2210.0,False,393.78,31.75,2500.5029999999997,12.334266637766698
2026-05-01 04:40:00+08:00,2205.0,2205.0,False,394.32,31.75,2503.932,12.69638210957388
2026-05-01 04:55:00+08:00,2205.0,2205.0,False,393.22,31.755,2497.34022,12.433818325463488
2026-05-04 08:45:00+08:00,2215.0,2215.0,False,401.24,31.699,2543.7813520000004,13.817880153784397
2026-05-04 09:00:00+08:00,2245.0,2245.0,False,402.38,31.687,2550.043012,12.72326488987082
2026-05-04 09:15:00+08:00,2235.0,2235.0,False,402.09,31.67,2546.83806,13.042602283357125
2026-05-04 09:30:00+08:00,2260.0,2260.0,False,403.5,31.664,2555.2848000000004,12.264479143580473
2026-05-04 09:45:00+08:00,2260.0,2260.0,False,403.98,31.637,2556.1430520000004,12.297934210115333
2026-05-04 10:00:00+08:00,2275.0,2275.0,False,405.08,31.655,2564.56148,11.966434611757421
2026-05-04 10:15:00+08:00,2275.0,2275.0,False,405.35,31.645,2565.46015,12.001344541592802
2026-05-04 10:30:00+08:00,2285.0,2285.0,False,406.6,31.644,2573.2900799999998,11.867964870471456
2026-05-04 10:45:00+08:00,2290.0,2290.0,False,406.92,31.65,2575.8036,11.747436744056015
2026-05-04 11:00:00+08:00,2285.0,2285.0,False,407.23,31.659,2578.4989140000002,12.069455311489364
2026-05-04 11:15:00+08:00,2285.0,2285.0,False,406.63,31.672,2575.757072,11.963447985289475
2026-05-04 11:30:00+08:00,2290.0,2290.0,False,406.57,31.699,2577.572486,11.815848118424919
2026-05-04 11:45:00+08:00,2290.0,2290.0,False,407.3,31.674,2580.16404,11.915986304231351
2026-05-04 12:00:00+08:00,2290.0,2290.0,False,406.7,31.68,2576.8512,11.787958505902136
2026-05-04 12:15:00+08:00,2285.0,2285.0,False,406.73,31.689,2577.7733940000003,12.041416298001579
2026-05-04 12:30:00+08:00,2290.0,2290.0,False,406.89,31.683,2578.2991739999998,11.843938250126934
2026-05-04 12:45:00+08:00,2290.0,2290.0,False,406.27,31.678,2573.964212,11.67624594356287
2026-05-04 13:00:00+08:00,2290.0,2290.0,False,406.84,31.699,2579.284232,11.882002290968337
2026-05-04 13:15:00+08:00,2295.0,2295.0,False,406.75,31.71,2579.6085,11.677183921539537
2026-05-04 13:30:00+08:00,2300.0,2300.0,False,407.11,31.7,2581.0774,11.517022860567632
2026-05-04 17:25:00+08:00,2300.0,2300.0,False,407.99,31.68,2585.02464,11.669322511339477
2026-05-04 17:40:00+08:00,2300.0,2300.0,False,407.78,31.68,2583.6940799999998,11.618011912818249
2026-05-04 17:55:00+08:00,2265.0,2265.0,False,403.08,31.685,2554.31796,12.006593563708332
2026-05-04 18:10:00+08:00,2265.0,2265.0,False,401.6,31.679,2544.45728,11.621156555943045
2026-05-04 18:25:00+08:00,2285.0,2285.0,False,405.07,31.688,2567.171632,11.630735818950935
2026-05-04 18:40:00+08:00,2280.0,2280.0,False,403.84,31.688,2559.3763839999997,11.545966332508339
2026-05-04 18:55:00+08:00,2280.0,2280.0,False,403.5,31.688,2557.2216,11.462017783100938
2026-05-04 19:10:00+08:00,2285.0,2285.0,False,404.02,31.695,2561.0827799999997,11.394059595490432
2026-05-04 19:25:00+08:00,2280.0,2280.0,False,403.84,31.698,2560.184064,11.57741359812882
