entry_signal_idx,entry_signal_time,entry_signal_zscore,entry_idx,entry_time,entry_fill_price_type,entry_delay_minutes,entry_fill_zscore,direction,entry_tsm_twd_fair,entry_tsm_twd_fair_open,entry_qff_close,entry_qff_open_filled,entry_qff_open_was_filled,tsm_units,qff_units,qff_contracts,raw_qff_contracts,leg_notional_twd,actual_leg_notional_twd,qff_contract_multiplier,entry_tsm_fee_twd,entry_qff_fee_twd,entry_qff_tax_twd,entry_fee_twd,exit_signal_idx,exit_signal_time,exit_signal_zscore,exit_idx,exit_time,exit_fill_price_type,exit_fill_zscore,exit_tsm_twd_fair,exit_tsm_twd_fair_open,exit_qff_close,exit_qff_open_filled,tsm_pnl,qff_pnl,gross_pnl_twd,exit_tsm_fee_twd,exit_qff_fee_twd,exit_qff_tax_twd,exit_fee_twd,tsm_fee_twd,qff_fee_twd,qff_tax_twd,total_fee_twd,net_pnl_twd,total_pnl,exit_reason,holding_minutes
80,2026-06-08 21:40:00+08:00,1.744361222560486,81,2026-06-08 21:45:00+08:00,open,5,1.4920186642494857,short_tsm_long_qff,127.84323199999999,127.84323199999999,126.5,126.5,False,-7915.945053704526,8000.0,4,3.952569169960474,1000000.0,1012000.0,2000.0,253.0,352.0,20,625.0,163,2026-06-09 22:05:00+08:00,-0.0054353155788508,164,2026-06-09 22:10:00+08:00,open,0.0680407381175127,128.433916,128.433916,130.0,130.0,-4675.822088102597,28000.0,23324.1779118974,254.16895552202567,352.0,20,626.1689555220257,507.16895552202567,704.0,40,1251.1689555220257,22073.008956375375,22073.008956375375,zscore_exit,1465
234,2026-06-10 21:30:00+08:00,1.778575619175244,235,2026-06-10 21:35:00+08:00,open,5,1.4610803720322738,short_tsm_long_qff,121.496445,121.496445,119.5,119.5,False,-7868.542984940836,8000.0,4,4.184100418410042,1000000.0,956000.0,2000.0,239.0,352.0,20,611.0,312,2026-06-11 21:30:00+08:00,-0.789011930994832,313,2026-06-11 21:35:00+08:00,open,-0.6419088575431114,126.07718,126.07718,127.5,127.5,-36043.71025012299,64000.0,27956.28974987701,248.01092756253075,352.0,20,620.0109275625307,487.01092756253075,704.0,40,1231.0109275625307,26725.27882231448,26725.27882231448,zscore_exit,1440
346,2026-06-12 00:20:00+08:00,-1.677221168828808,347,2026-06-12 00:25:00+08:00,open,5,-1.750895816600994,long_tsm_short_qff,127.21585999999999,127.21585999999999,129.5,129.5,False,8143.638694106223,-8000.0,-4,3.861003861003861,1000000.0,1036000.0,2000.0,259.0,352.0,20,631.0,556,2026-06-16 22:20:00+08:00,0.0611994400034061,557,2026-06-16 22:25:00+08:00,open,-0.2418464980194244,139.19022,139.19022,140.0,140.0,97514.86143315794,-84000.0,13514.861433157945,283.37871535828947,352.0,24,659.3787153582895,542.3787153582895,704.0,44,1290.3787153582894,12224.482717799656,12224.482717799656,zscore_exit,7080
624,2026-06-17 21:30:00+08:00,-1.730622795939422,625,2026-06-17 21:35:00+08:00,open,5,-1.775118843062514,long_tsm_short_qff,139.853952,139.853952,143.0,143.0,False,6134.971430768006,-6000.0,-3,3.4965034965034967,1000000.0,858000.0,2000.0,214.5,264.0,18,496.5,787,2026-06-22 22:05:00+08:00,0.4190967261747294,788,2026-06-22 22:10:00+08:00,open,0.2284402198068374,177.71002000000001,177.71002000000001,180.0,180.0,232245.89566121105,-222000.0,10245.895661211049,272.56147391530277,264.0,21,557.5614739153027,487.06147391530277,528.0,39,1054.0614739153027,9191.834187295746,9191.834187295746,zscore_exit,7235
854,2026-06-23 03:40:00+08:00,-1.5120850071036336,855,2026-06-23 03:45:00+08:00,open,5,-1.7523537463765029,long_tsm_short_qff,172.88096000000002,172.88096000000002,178.5,178.5,False,6195.014187797198,-6000.0,-3,2.8011204481792715,1000000.0,1071000.0,2000.0,267.75,264.0,21,552.75,858,2026-06-23 21:30:00+08:00,0.7636739197221631,859,2026-06-23 21:35:00+08:00,open,-0.1670372253023868,167.21203799999998,167.21203799999998,169.5,169.5,-35119.0522195159,54000.0,18880.9477804841,258.97023694512103,264.0,21,543.9702369451211,526.7202369451211,528.0,42,1096.720236945121,17784.22754353898,17784.22754353898,zscore_exit,1070
948,2026-06-24 22:30:00+08:00,1.7028526191223805,949,2026-06-24 22:35:00+08:00,open,5,1.3684828442747308,short_tsm_long_qff,176.49501800000002,176.49501800000002,178.0,178.0,False,-6051.162305329207,6000.0,3,2.808988764044944,1000000.0,1068000.0,2000.0,267.0,264.0,21,552.0,991,2026-06-25 02:05:00+08:00,-0.0126822172867199,992,2026-06-25 02:10:00+08:00,open,-0.1268104716985155,176.091046,176.091046,180.0,180.0,2444.500138808512,12000.0,14444.500138808511,266.3888749652979,264.0,21,551.3888749652979,533.3888749652979,528.0,42,1103.3888749652979,13341.111263843213,13341.111263843213,zscore_exit,215
1014,2026-06-25 21:30:00+08:00,1.576331716849244,1015,2026-06-25 21:35:00+08:00,open,5,1.2657806264541769,short_tsm_long_qff,182.53283199999998,182.53283199999998,184.5,184.5,False,-6064.6623835869705,6000.0,3,2.710027100271003,1000000.0,1107000.0,2000.0,276.75,264.0,21,561.75,1128,2026-06-27 00:30:00+08:00,-0.1759864804712875,1129,2026-06-27 00:35:00+08:00,open,0.1473807023004554,162.939484,162.939484,166.5,166.5,118827.04058412895,-108000.0,10827.040584128947,247.04323985396772,264.0,21,532.0432398539677,523.7932398539677,528.0,42,1093.7932398539679,9733.24734427498,9733.24734427498,zscore_exit,1620
1228,2026-06-30 02:20:00+08:00,1.5694318170505066,1229,2026-06-30 02:25:00+08:00,open,5,1.4195870047235046,short_tsm_long_qff,170.402328,170.402328,171.5,171.5,True,-6038.649894501441,6000.0,3,2.9154518950437316,1000000.0,1029000.0,2000.0,257.25,264.0,21,542.25,1326,2026-07-01 21:30:00+08:00,-0.5493064819118435,1327,2026-07-01 21:35:00+08:00,open,-0.3556996070201795,165.98769,165.98769,169.5,169.5,26658.453292962204,-12000.0,14658.453292962204,250.58538667675947,264.0,21,535.5853866767595,507.83538667675947,528.0,42,1077.8353866767595,13580.617906285444,13580.617906285444,zscore_exit,2590
1530,2026-07-07 01:30:00+08:00,-1.7743203011931592,1531,2026-07-07 01:35:00+08:00,open,5,-2.005697665218009,long_tsm_short_qff,166.13880799999998,166.13880799999998,170.5,170.5,False,6157.5017439633975,-6000.0,-3,2.932551319648094,1000000.0,1023000.0,2000.0,255.75,264.0,21,540.75,1560,2026-07-07 21:30:00+08:00,0.8862445032989352,1561,2026-07-07 21:35:00+08:00,open,1.2020145313371724,154.16036000000003,154.16036000000003,155.5,155.5,-73757.31444997461,90000.0,16242.685550025388,237.31067138750632,264.0,18,519.3106713875063,493.0606713875063,528.0,39,1060.0606713875063,15182.624878637882,15182.624878637882,zscore_exit,1200
1562,2026-07-07 21:40:00+08:00,1.5037398592607276,1563,2026-07-07 21:45:00+08:00,open,5,0.8838144192845828,short_tsm_long_qff,154.61114,154.61114,155.5,155.5,False,-6034.494021582144,6000.0,3,3.215434083601286,1000000.0,933000.0,2000.0,233.25,264.0,18,515.25,1638,2026-07-08 21:30:00+08:00,-0.1055324141429164,1639,2026-07-08 21:35:00+08:00,open,-0.166070911376253,157.311216,157.311216,160.0,160.0,-16293.592479817404,27000.0,10706.407520182596,237.32339811995433,264.0,18,519.3233981199544,470.57339811995433,528.0,36,1034.5733981199544,9671.834122062643,9671.834122062643,zscore_exit,1430
