entry_signal_idx,entry_signal_time,entry_signal_zscore,entry_idx,entry_time,entry_fill_price_type,entry_delay_minutes,entry_fill_zscore,direction,entry_tsm_twd_fair,entry_tsm_twd_fair_open,entry_qff_close,entry_qff_open_filled,entry_qff_open_was_filled,tsm_units,qff_units,qff_contracts,raw_qff_contracts,leg_notional_twd,actual_leg_notional_twd,qff_contract_multiplier,entry_tsm_fee_twd,entry_qff_fee_twd,entry_qff_tax_twd,entry_crossing_cost_twd,entry_fee_twd,exit_signal_idx,exit_signal_time,exit_signal_zscore,exit_idx,exit_time,exit_fill_price_type,exit_fill_zscore,exit_tsm_twd_fair,exit_tsm_twd_fair_open,exit_qff_close,exit_qff_open_filled,tsm_pnl,qff_pnl,gross_pnl_twd,exit_tsm_fee_twd,exit_qff_fee_twd,exit_qff_tax_twd,exit_crossing_cost_twd,exit_fee_twd,tsm_fee_twd,qff_fee_twd,qff_tax_twd,crossing_cost_twd,total_fee_twd,net_pnl_twd,total_pnl,exit_reason,holding_minutes
47,2026-07-06 22:17:00+08:00,2.5712862706687933,48,2026-07-06 22:18:00+08:00,open,1,2.5605448279525733,short_tsm_long_qff,171.45123700000002,171.45123700000002,172.5,172.5,False,-6036.701852433995,6000.0,3,2.898550724637681,1000000.0,1035000.0,2000.0,258.75,264.0,21,2226.285,2770.035,188,2026-07-07 00:38:00+08:00,-1.4654685032665256,189,2026-07-07 00:39:00+08:00,open,-1.0171509514825827,167.85049,167.85049,171.5,171.5,21736.636085046226,-6000.0,15736.636085046226,253.31584097873844,264.0,21,2179.5294957810656,2717.845336759804,512.0658409787384,528.0,42,4405.8144957810655,5487.880336759804,10248.755748286421,10248.755748286421,zscore_exit,141
233,2026-07-07 01:23:00+08:00,-2.671582320699425,234,2026-07-07 01:24:00+08:00,open,1,-1.8597714090828543,long_tsm_short_qff,166.56520499999996,166.56520499999996,170.5,170.5,False,6141.738906394047,-6000.0,-3,2.932551319648094,1000000.0,1023000.0,2000.0,255.75000000000006,264.0,21,2200.4730000000004,2741.2230000000004,390,2026-07-07 21:30:00+08:00,2.860622346872606,391,2026-07-07 21:31:00+08:00,open,3.073621003871211,156.5992,156.5992,156.5,156.5,-61208.6006498174,84000.0,22791.399350182597,240.44784983754568,264.0,18,2068.813300002243,2591.2611498397887,496.19784983754573,528.0,39,4269.2863000022435,5332.484149839789,17458.91520034281,17458.91520034281,zscore_exit,1207
464,2026-07-07 22:44:00+08:00,2.466504494912536,465,2026-07-07 22:45:00+08:00,open,1,2.14271352815559,short_tsm_long_qff,149.985216,149.985216,150.0,150.0,False,-6000.591418290186,6000.0,3,3.3333333333333335,1000000.0,900000.0,2000.0,225.0,264.0,18,1935.9,2442.9,760,2026-07-08 03:40:00+08:00,-0.9566937047033992,761,2026-07-08 03:41:00+08:00,open,-0.2331896701087879,151.629078,151.629078,153.0,153.0,-9864.144210053248,18000.0,8135.855789946752,227.46603605251332,264.0,18,1957.1177741958247,2466.583810248338,452.46603605251335,528.0,36,3893.017774195825,4909.483810248338,3226.371979698414,3226.371979698414,zscore_exit,296
780,2026-07-08 21:30:00+08:00,-3.1437693999785505,781,2026-07-08 21:31:00+08:00,open,1,-1.8384100877227048,long_tsm_short_qff,156.52111999999997,156.52111999999997,158.5,158.5,False,6075.8573667246965,-6000.0,-3,3.1545741324921135,1000000.0,951000.0,2000.0,237.75,264.0,18,2045.601,2565.351,1170,2026-07-09 21:30:00+08:00,2.9787605345401635,1171,2026-07-09 21:31:00+08:00,open,2.188195762135704,160.26636000000002,160.26636000000002,161.5,161.5,22755.54404415232,-18000.0,4755.544044152321,243.43888601103808,264.0,18,2094.548175238972,2619.98706125001,481.1888860110381,528.0,36,4140.149175238972,5185.33806125001,-429.794017097689,-429.794017097689,zscore_exit,1440
1173,2026-07-09 21:33:00+08:00,3.735095120125553,1174,2026-07-09 21:34:00+08:00,open,1,3.651154247809048,short_tsm_long_qff,160.84563599999998,160.84563599999998,161.5,161.5,False,-6024.409639562743,6000.0,3,3.0959752321981426,1000000.0,969000.0,2000.0,242.25000000000006,264.0,18,2084.3190000000004,2608.5690000000004,1512,2026-07-10 03:12:00+08:00,-0.9409381239190456,1513,2026-07-10 03:13:00+08:00,open,-1.060719758353142,160.633562,160.633562,162.5,162.5,1277.6206499004652,6000.0,7277.620649900466,241.9305948375249,264.0,21,2081.5708379820644,2608.5014328195894,484.18059483752495,528.0,39,4165.889837982065,5217.07043281959,2060.550217080876,2060.550217080876,zscore_exit,339
1562,2026-07-13 21:32:00+08:00,-2.9457755474360137,1563,2026-07-13 21:33:00+08:00,open,1,-5.327843452582994,long_tsm_short_qff,151.81035799999998,151.81035799999998,154.0,154.0,False,6086.541209526692,-6000.0,-3,3.2467532467532467,1000000.0,924000.0,2000.0,231.0,264.0,18,1987.5240000000003,2500.5240000000003,1674,2026-07-13 23:24:00+08:00,1.1061442445284422,1675,2026-07-13 23:25:00+08:00,open,0.7250130168286092,152.194348,152.194348,152.5,152.5,2337.1709590462237,9000.0,11337.170959046223,231.58429273976157,264.0,18,1992.5512547329085,2506.13554747267,462.58429273976157,528.0,36,3980.075254732909,5006.659547472671,6330.511411573552,6330.511411573552,zscore_exit,112
1972,2026-07-14 21:52:00+08:00,-2.812252253352929,1973,2026-07-14 21:53:00+08:00,open,1,-1.70466762598095,long_tsm_short_qff,153.837576,153.837576,156.0,156.0,False,6084.339238418576,-6000.0,-3,3.2051282051282053,1000000.0,936000.0,2000.0,233.99999999999994,264.0,18,2013.3359999999998,2529.336,2099,2026-07-14 23:59:00+08:00,1.1001544374888406,2100,2026-07-15 00:00:00+08:00,open,0.8198882264163526,155.440415,155.440415,156.0,156.0,9752.216220567525,-0.0,9752.216220567525,236.43805405514183,264.0,18,2034.3130170904408,2552.7510711455825,470.4380540551418,528.0,36,4047.649017090441,5082.087071145583,4670.129149421942,4670.129149421942,zscore_exit,127
2340,2026-07-15 21:30:00+08:00,-2.973262974920431,2341,2026-07-15 21:31:00+08:00,open,1,-3.383060264990124,long_tsm_short_qff,165.44701006,165.44701006,169.0,169.0,False,6128.850558449312,-6000.0,-3,2.9585798816568047,1000000.0,1014000.0,2000.0,253.5,264.0,21,2181.114,2719.614,2716,2026-07-16 03:46:00+08:00,1.3227678481170997,2717,2026-07-16 03:47:00+08:00,open,0.7730565717686262,160.00964400000004,160.00964400000004,164.0,164.0,-33324.80401332409,30000.0,-3324.8040133240866,245.16879899666895,264.0,21,2109.43234656734,2639.601145564009,498.66879899666895,528.0,42,4290.54634656734,5359.215145564009,-8684.019158888095,-8684.019158888095,zscore_exit,376
2730,2026-07-16 21:30:00+08:00,7.882494072287932,2731,2026-07-16 21:31:00+08:00,open,1,6.126568930161845,short_tsm_long_qff,148.419148,148.419148,149.0,149.0,False,-6023.481552393765,6000.0,3,3.3557046979865772,1000000.0,894000.0,2000.0,223.5,264.0,18,1922.9940000000001,2428.494,3072,2026-07-17 03:12:00+08:00,-1.0680004060043389,3073,2026-07-17 03:13:00+08:00,open,-0.6274023731704372,142.900976,142.900976,145.5,145.5,33238.60724493576,-21000.0,12238.60724493576,215.19034818876608,264.0,18,1851.4977558161436,2348.6881040049097,438.69034818876605,528.0,36,3774.4917558161437,4777.18210400491,7461.42514093085,7461.42514093085,zscore_exit,342
3120,2026-07-17 21:30:00+08:00,4.4263910570180185,3121,2026-07-17 21:31:00+08:00,open,1,4.182831567743927,short_tsm_long_qff,132.45727599999998,132.45727599999998,133.0,133.0,False,-8032.778810882387,8000.0,4,3.7593984962406015,1000000.0,1064000.0,2000.0,266.0,352.0,20,2288.664,2926.664,3411,2026-07-18 02:21:00+08:00,-1.3083490721879396,3412,2026-07-18 02:22:00+08:00,open,-0.6080525520888961,137.20101200000002,137.20101200000002,138.5,138.5,-38105.3820252203,44000.0,5894.6179747797,275.52634550630506,352.0,24,2370.628676736249,3022.155022242554,541.526345506305,704.0,44,4659.29267673625,5948.819022242555,-54.20104746285506,-54.20104746285506,zscore_exit,291
