timestamp,open,high,low,close,volume
2025-03-19 21:30:00+08:00,32.997,33.024,33.024,33.024,0.0
2025-03-19 22:30:00+08:00,33.024,33.023,33.023,33.023,0.0
2025-03-19 23:30:00+08:00,33.022,33.019,33.019,33.019,0.0
2025-03-20 00:30:00+08:00,33.019,33.017,33.017,33.017,0.0
2025-03-20 01:30:00+08:00,33.017,33.016,33.016,33.016,0.0
2025-03-20 02:30:00+08:00,33.016,33.006,33.006,33.006,0.0
2025-03-20 03:30:00+08:00,33.006,33.003,33.003,33.003,0.0
2025-03-31 21:30:00+08:00,33.203,33.216,33.216,33.216,0.0
2025-03-31 22:30:00+08:00,33.216,33.24,33.24,33.24,0.0
2025-03-31 23:30:00+08:00,33.224,33.247,33.247,33.247,0.0
2025-04-01 00:30:00+08:00,33.254,33.244,33.244,33.244,0.0
2025-04-01 01:30:00+08:00,33.249,33.254,33.254,33.254,0.0
2025-04-01 02:30:00+08:00,33.254,33.253,33.253,33.253,0.0
2025-04-01 03:30:00+08:00,33.253,33.24,33.24,33.24,0.0
2025-04-02 21:30:00+08:00,33.119,33.108,33.108,33.108,0.0
2025-04-02 22:30:00+08:00,33.108,33.104,33.104,33.104,0.0
2025-04-02 23:30:00+08:00,33.104,33.102,33.102,33.102,0.0
2025-04-03 00:30:00+08:00,33.103,33.124,33.124,33.124,0.0
2025-04-03 01:30:00+08:00,33.124,33.126,33.126,33.126,0.0
2025-04-03 02:30:00+08:00,33.126,33.132,33.132,33.132,0.0
2025-04-03 03:30:00+08:00,33.132,33.132,33.132,33.132,0.0
2025-04-07 21:30:00+08:00,32.985,32.986,32.986,32.986,0.0
2025-04-07 22:30:00+08:00,33.008,32.987,32.987,32.987,0.0
2025-04-07 23:30:00+08:00,32.958,33.0,33.0,33.0,0.0
2025-04-08 00:30:00+08:00,33.012,32.996,32.996,32.996,0.0
2025-04-08 01:30:00+08:00,32.995,32.967,32.967,32.967,0.0
2025-04-08 02:30:00+08:00,32.966,32.996,32.996,32.996,0.0
2025-04-08 03:30:00+08:00,32.996,32.983,32.983,32.983,0.0
2025-04-08 21:30:00+08:00,32.959,32.899,32.899,32.899,0.0
2025-04-08 22:30:00+08:00,32.9,32.927,32.927,32.927,0.0
2025-04-08 23:30:00+08:00,32.927,32.97,32.97,32.97,0.0
2025-04-09 00:30:00+08:00,32.987,33.005,33.005,33.005,0.0
2025-04-09 01:30:00+08:00,33.011,33.01,33.01,33.01,0.0
2025-04-09 02:30:00+08:00,33.012,33.069,33.069,33.069,0.0
2025-04-09 03:30:00+08:00,33.09,33.089,33.089,33.089,0.0
2025-04-09 21:30:00+08:00,32.892,32.846,32.846,32.846,0.0
2025-04-09 22:30:00+08:00,32.842,32.847,32.847,32.847,0.0
